timestamp,machine_id,energy_consumption_kwh,compressed_air_usage,cooling_water_usage,power_peak_kw,energy_cost
2026-01-05 10:30:00,M02,30.47,20.34,14.38,70.72,106.96
2026-01-05 10:35:00,M03,30.9,17.63,12.1,56.16,115.9
2026-01-05 10:40:00,M03,37.79,17.744999999999997,17.77,57.29,46.8
2026-01-05 10:45:00,M01,32.6,19.54,13.52,65.57,42.94
2026-01-05 10:50:00,M01,27.33,15.96,19.05,63.87,26.9
2026-01-05 10:55:00,M02,33.17,24.23,14.31,63.48,29.96
2026-01-05 11:00:00,M02,26.03,22.07,15.54,81.91,65.32
2026-01-05 11:05:00,M01,37.98,21.22,15.43,52.01,58.29
2026-01-05 11:10:00,M03,34.62,17.86,16.86,64.16,89.99
2026-01-05 11:15:00,M02,38.06,17.37,14.39,59.93,97.88
2026-01-05 11:20:00,M03,43.7,25.6,17.28,59.78,593.8885908087076
2026-01-05 11:25:00,M04,36.06,14.63,14.04,64.19,95.83
2026-01-05 11:30:00,M02,39.81,17.22,16.77,56.05,80.52
2026-01-05 11:35:00,M02,30.98,19.87,17.31,64.41,118.03
2026-01-05 11:40:00,M04,34.15,21.12,14.06,55.41,127.35
2026-01-05 11:45:00,M03,35.49,23.91,13.63,75.46,71.27
2026-01-05 11:50:00,M02,33.42,28.64,18.52,72.77,145.12
2026-01-05 11:55:00,M02,40.3,18.32,14.93,55.35,143.17
2026-01-05 12:00:00,M03,30.42,21.6,14.77,48.25,77.38
2026-01-05 12:05:00,M01,43.76,19.49,16.04,65.62,91.43
2026-01-05 12:10:00,M03,33.46,20.59,12.18,60.2,81.69
2026-01-05 12:15:00,M03,37.01,20.49,19.21,54.49,120.04
2026-01-05 12:20:00,M01,38.22,16.884999999999998,16.82,58.04,77.69500000000001
2026-01-05 12:25:00,M01,38.46,14.28,17.66,62.02,35.35
2026-01-05 12:30:00,M02,25.58,18.015,14.969999999999999,49.73,142.33
2026-01-05 12:35:00,M03,26.98,24.65,9.04,60.31,73.67
2026-01-05 12:40:00,M02,35.36,17.71,15.01,57.59,33.76
2026-01-05 12:45:00,M02,35.39,15.18,16.39,65.46,57.61
2026-01-05 12:50:00,M04,40.44,28.42,15.01,49.97,25.29
2026-01-05 12:55:00,M04,31.47,16.26,11.75,49.25,100.35
2026-01-05 13:00:00,M01,45.1,24.65,16.38,59.98,102.99
2026-01-05 13:05:00,M01,44.3,18.83,17.16,57.13,130.52
2026-01-05 13:10:00,M01,31.28,18.8,12.68,58.62,144.69
2026-01-05 13:15:00,M01,32.64,18.31,15.87,76.73,593.8885908087076
2026-01-05 13:20:00,M03,35.07,25.3,14.96,58.57,125.13
2026-01-05 13:25:00,M02,29.53,18.46,16.85,64.74,62.49
2026-01-05 13:30:00,M02,36.84,23.16,10.4,66.7,41.29
2026-01-05 13:35:00,M02,36.33,16.9,16.39,62.75,55.36
2026-01-05 13:40:00,M02,36.37,21.47,11.11,66.58,131.82
2026-01-05 13:45:00,M02,28.44,20.15,13.34,52.11,70.24
2026-01-05 13:50:00,M02,24.15,24.35,12.96,48.39,31.39
2026-01-05 13:55:00,M01,34.0,22.17,15.215,67.03,97.18
2026-01-05 14:00:00,M02,26.3,12.89,14.88,67.99,52.85
2026-01-05 14:05:00,M04,39.18,26.4,12.48,56.71,105.67
2026-01-05 14:10:00,M04,27.62,7.09,11.72,70.56,91.09
2026-01-05 14:15:00,M04,35.32,16.85,19.3,67.4,70.02
2026-01-05 14:20:00,M03,42.29,17.22,15.4,59.89,134.54
2026-01-05 14:25:00,M02,36.18,19.0,16.575,61.57,142.64
2026-01-05 14:30:00,M03,35.78,30.34,15.48,62.92,87.72
2026-01-05 14:35:00,M03,40.73,21.25,15.34,51.65,95.8
2026-01-05 14:40:00,M01,41.46,20.655,14.56,57.33,101.66
2026-01-05 14:45:00,M03,36.17,17.6,15.53,50.31,113.71
2026-01-05 14:50:00,M02,33.61,19.07,18.27,55.83,94.47999999999999
2026-01-05 14:55:00,M03,30.4,16.76,19.07,47.81,75.25
2026-01-05 15:00:00,M02,29.47,10.5,15.2,67.28,50.1
2026-01-05 15:05:00,M03,40.03,19.14,15.8,52.34,140.85
2026-01-05 15:10:00,M04,37.65,22.61,15.94,56.12,57.66
2026-01-05 15:15:00,M02,34.29,19.62,13.32,58.33,77.4
2026-01-05 15:20:00,M03,36.73,21.21,16.21,55.02,67.78
2026-01-05 15:25:00,M02,31.23,13.97,16.25,63.48,149.36
2026-01-05 15:30:00,M01,31.59,19.14,17.14,55.53,87.77
2026-01-05 15:35:00,M03,33.77,18.0,14.4,52.66,52.44
2026-01-05 15:40:00,M02,39.47,15.86,17.73,67.39,129.08
2026-01-05 15:45:00,M02,47.71,20.79,19.94,56.05,58.0
2026-01-05 15:50:00,M01,47.44,21.86,16.25,66.03,37.81
2026-01-05 15:55:00,M03,35.67,21.76,15.46,68.08,144.36
2026-01-05 16:00:00,M01,25.41,18.94,17.55,68.875,107.275
2026-01-05 16:05:00,M02,29.66,22.64,15.11,52.46,70.19
2026-01-05 16:10:00,M03,35.17,20.44,16.26,58.41,44.93
2026-01-05 16:15:00,M04,35.84,21.305,17.7,64.62,143.17
2026-01-05 16:20:00,M04,30.61,20.0,18.22,54.17,105.67
2026-01-05 16:25:00,M02,28.14,14.86,12.4,56.93,142.9
2026-01-05 16:30:00,M01,31.134999999999998,19.66,16.39,71.72,114.72
2026-01-05 16:35:00,M01,36.86,19.57,11.82,61.28,86.54
2026-01-05 16:40:00,M04,31.06,20.61,11.73,53.26,83.86
2026-01-05 16:45:00,M01,20.99,20.16,17.01,44.88,94.69
2026-01-05 16:50:00,M02,39.38,25.12,9.89,60.32,92.89
2026-01-05 16:55:00,M03,36.21,29.7,17.29,68.16,31.72
2026-01-05 17:00:00,M03,30.77,23.0,16.46,63.08,139.52
2026-01-05 17:05:00,M03,37.39,19.77,17.04,62.96,135.08
2026-01-05 17:10:00,M01,30.1,15.89,19.5,55.38,104.625
2026-01-05 17:15:00,M01,34.27,22.18,15.285,50.01,74.17
2026-01-05 17:20:00,M03,33.73,14.4,12.54,65.04666666666667,114.47
2026-01-05 17:25:00,M03,26.95,24.75,24.36,67.13333333333333,74.2
2026-01-05 17:30:00,M01,48.2,22.59,11.07,54.92,134.32
2026-01-05 17:35:00,M03,49.62,25.81,12.73,69.22,126.31
2026-01-05 17:40:00,M02,24.87,17.16,13.31,53.51,29.54
2026-01-05 17:45:00,M01,30.2,22.68,13.16,48.24,59.09
2026-01-05 17:50:00,M02,36.23,22.26,14.64,47.7,88.64
2026-01-05 17:55:00,M01,36.71,12.49,13.63,53.73,37.02
2026-01-05 18:00:00,M02,34.03,28.26,11.99,55.25,29.4
2026-01-05 18:05:00,M04,38.53,21.22,11.08,36.37,100.71
2026-01-05 18:10:00,M04,27.11,21.81,12.32,51.14,40.62
2026-01-05 18:15:00,M04,27.07,17.88,14.01,50.02,135.9
2026-01-05 18:20:00,M02,36.055,27.04,15.5,74.46,112.66
2026-01-05 18:25:00,M04,36.71,19.18,13.74,64.86,70.09
2026-01-05 18:30:00,M02,38.08,12.88,9.79,72.74,141.35
2026-01-05 18:35:00,M01,34.92,22.37,16.74,57.36,71.54
2026-01-05 18:40:00,M03,39.925,23.64,15.59,55.2,116.94
2026-01-05 18:45:00,M04,42.32,16.5,14.86,66.02,144.34
2026-01-05 18:50:00,M04,38.7,20.22,13.1,57.47,65.02
2026-01-05 18:55:00,M03,30.23,19.4,12.97,62.13,77.5
2026-01-05 19:00:00,M01,42.35,15.37,17.95,48.95,99.545
2026-01-05 19:05:00,M04,34.36,18.88,14.96,55.38,121.59
2026-01-05 19:10:00,M03,41.41,16.06,15.7,48.98,593.8885908087076
2026-01-05 19:15:00,M03,38.08,23.32,9.14,45.19,82.08
2026-01-05 19:20:00,M01,27.43,21.59,15.66,60.92,119.03
2026-01-05 19:25:00,M02,40.07,19.52,10.54,69.59,55.7
2026-01-05 19:30:00,M04,26.59,17.78,14.93,59.92,120.82
2026-01-05 19:35:00,M04,34.2,27.88,16.69,67.47,56.59
2026-01-05 19:40:00,M04,33.4,16.07,15.31,63.980000000000004,96.08
2026-01-05 19:45:00,M03,30.67,17.46,14.14,66.23,51.88
2026-01-05 19:50:00,M03,44.75,25.09,13.9,57.5,143.61
2026-01-05 19:55:00,M04,34.989999999999995,19.990000000000002,17.21,60.49,87.99
2026-01-05 20:00:00,M01,29.28,18.29,14.5,63.03,55.334999999999994
2026-01-05 20:05:00,M04,36.58,23.91,13.96,58.66,22.68
2026-01-05 20:10:00,M03,33.2,22.21,17.29,48.77,30.89
2026-01-05 20:15:00,M02,42.06,14.45,16.92,53.08,57.0
2026-01-05 20:20:00,M03,34.07,19.14,18.61,51.08,74.51
2026-01-05 20:25:00,M01,43.55,11.83,10.73,65.14,131.54
2026-01-05 20:30:00,M04,36.59,26.22,9.59,52.3,92.56
2026-01-05 20:35:00,M04,42.03,21.77,17.86,51.04,59.9
2026-01-05 20:40:00,M02,35.93,23.81,15.47,66.76,54.04
2026-01-05 20:45:00,M02,41.73,10.0,14.02,64.22,52.73
2026-01-05 20:50:00,M03,34.94,14.1,15.23,69.67,90.1
2026-01-05 20:55:00,M02,33.19,20.11,12.17,61.68,92.26
2026-01-05 21:00:00,M02,45.3,22.725,17.57,58.905,67.55
2026-01-05 21:05:00,M02,32.08,25.34,19.56,56.13,88.08
2026-01-05 21:10:00,M03,33.3,19.794999999999998,11.54,53.72,73.34
2026-01-05 21:15:00,M04,36.45,24.8,12.47,63.31,95.65
2026-01-05 21:20:00,M03,30.76,25.49,15.264999999999999,69.9,76.83
2026-01-05 21:25:00,M02,37.01,17.2,12.69,50.7,91.91
2026-01-05 21:30:00,M02,36.73,19.155,15.47,69.52,83.71
2026-01-05 21:35:00,M01,32.84,25.71,16.24,51.96,103.11
2026-01-05 21:40:00,M04,33.23,26.22,18.94,66.28,129.53
2026-01-05 21:45:00,M02,34.27,21.11,10.74,67.065,110.59
2026-01-05 21:50:00,M03,36.56,23.35,18.99,65.19500000000001,147.39
2026-01-05 21:55:00,M02,48.61,20.79,14.85,64.61,49.31
2026-01-05 22:00:00,M02,26.77,20.39,18.48,59.95,36.89
2026-01-05 22:05:00,M03,42.1,21.21,12.06,60.49,134.89
2026-01-05 22:10:00,M02,29.64,20.59,16.01,59.77,48.76
2026-01-05 22:15:00,M01,34.64,15.1,11.97,65.74,31.02
2026-01-05 22:20:00,M04,29.99,18.46,13.59,67.35,124.09
2026-01-05 22:25:00,M03,36.96,24.03,12.58,65.99,121.67
2026-01-05 22:30:00,M02,36.25,20.11,16.68,47.87,149.9
2026-01-05 22:35:00,M03,31.49,21.24,13.46,50.54,43.86
2026-01-05 22:40:00,M02,30.44,16.44,17.42,57.42,120.25
2026-01-05 22:45:00,M03,41.19,23.38,14.25,48.26,92.57
2026-01-05 22:50:00,M04,34.4,23.31,14.17,71.09,143.07
2026-01-05 22:55:00,M03,48.5,25.52,12.9,59.31,28.16
2026-01-05 23:00:00,M02,44.86,29.0,18.15,55.38,70.02
2026-01-05 23:05:00,M03,25.84,23.54,17.12,57.57,107.9
2026-01-05 23:10:00,M01,33.93,16.69,18.87,62.42,48.66
2026-01-05 23:15:00,M01,35.89,14.38,14.97,59.11,78.6
2026-01-05 23:20:00,M02,40.85,25.62,18.24,57.29,68.09
2026-01-05 23:25:00,M03,49.65,17.37,17.64,52.59,57.4
2026-01-05 23:30:00,M01,26.44,18.34,17.69,57.7,23.59
2026-01-05 23:35:00,M03,40.46,20.04,16.75,46.61,68.4
2026-01-05 23:40:00,M03,31.27,21.57,10.78,59.91,123.82
2026-01-05 23:45:00,M03,37.68,29.05,13.57,60.39,103.995
2026-01-05 23:50:00,M02,30.73,21.0,14.63,48.95,84.17
2026-01-05 23:55:00,M01,32.595,22.91,15.87,60.64,97.01
2026-01-06 00:00:00,M04,35.06,19.92,13.39,59.07,88.92
2026-01-06 00:05:00,M04,35.89,20.76,15.84,54.08,133.77
2026-01-06 00:10:00,M04,28.72,16.74,20.73,57.07,25.64
2026-01-06 00:15:00,M03,28.53,15.95,18.98,59.87,102.98
2026-01-06 00:20:00,M03,38.72,14.76,17.73,47.53,135.75
2026-01-06 00:25:00,M01,38.75,15.28,14.239999999999998,61.66,124.96
2026-01-06 00:30:00,M01,33.32,16.83,12.61,60.34,104.76
2026-01-06 00:35:00,M01,40.65,23.82,17.39,60.21,123.0
2026-01-06 00:40:00,M01,43.81,17.14,16.76,59.79,101.43
2026-01-06 00:45:00,M04,34.84,24.37,13.68,53.85,33.2
2026-01-06 00:50:00,M02,34.31,16.51,14.66,60.35,42.74
2026-01-06 00:55:00,M01,36.32,18.45,13.79,58.12,51.81
2026-01-06 01:00:00,M02,38.51,20.13,11.45,64.44,113.92
2026-01-06 01:05:00,M04,40.96,19.08,16.37,51.49,72.055
2026-01-06 01:10:00,M02,35.95,19.57,14.344999999999999,68.53,30.19
2026-01-06 01:15:00,M04,39.72,17.04,11.92,63.68,31.32
2026-01-06 01:20:00,M01,29.9,13.34,14.51,72.13,149.06
2026-01-06 01:25:00,M04,37.31,12.38,19.4,66.64,32.9
2026-01-06 01:30:00,M03,33.62,16.91,14.77,59.53,146.83
2026-01-06 01:35:00,M02,26.48,15.94,17.24,71.96,124.91
2026-01-06 01:40:00,M02,33.51,21.83,13.85,55.87,57.98
2026-01-06 01:45:00,M03,28.52,18.18,13.81,70.49,115.58
2026-01-06 01:50:00,M04,41.21,19.52,14.5,61.875,127.15
2026-01-06 01:55:00,M03,38.23,15.11,14.33,52.09,143.14
2026-01-06 02:00:00,M04,37.8,22.79,15.97,57.11,97.52
2026-01-06 02:05:00,M04,27.06,17.77,10.75,55.49,22.94
2026-01-06 02:10:00,M01,46.08,20.73,14.38,56.51,77.4
2026-01-06 02:15:00,M04,32.68,16.96,14.21,41.32,131.86
2026-01-06 02:20:00,M02,38.12,13.58,14.8,64.94,40.28
2026-01-06 02:25:00,M02,29.65,21.69,18.24,65.37,128.1
2026-01-06 02:30:00,M04,24.05,18.38,14.02,44.55,68.91
2026-01-06 02:35:00,M04,44.57,21.99,15.65,66.19,39.18
2026-01-06 02:40:00,M03,46.43,19.61,13.81,52.49,71.8
2026-01-06 02:45:00,M04,22.7,19.18,10.59,54.75,58.144999999999996
2026-01-06 02:50:00,M01,37.91,21.49,9.22,44.31,44.49
2026-01-06 02:55:00,M01,29.75,21.62,13.78,61.96,115.33
2026-01-06 03:00:00,M02,21.18,9.55,16.24,55.44,50.18
2026-01-06 03:05:00,M03,38.29,23.8,15.844999999999999,68.2,83.35
2026-01-06 03:10:00,M02,38.67,13.285,14.01,65.53,41.11
2026-01-06 03:15:00,M03,33.41,12.23,17.88,60.24,44.28
2026-01-06 03:20:00,M01,42.19,27.67,12.61,72.93,110.46
2026-01-06 03:25:00,M01,25.68,19.745,13.25,74.1,124.52
2026-01-06 03:30:00,M02,36.12,17.02,15.53,61.24,74.61
2026-01-06 03:35:00,M04,35.15,26.08,14.32,60.77,130.8
2026-01-06 03:40:00,M02,42.3,23.56,16.59,56.95,137.39
2026-01-06 03:45:00,M03,38.4,24.36,14.03,68.22,78.81
2026-01-06 03:50:00,M04,33.61,19.15,14.8,49.86,98.47
2026-01-06 03:55:00,M01,39.35,11.82,13.91,65.7,42.64
2026-01-06 04:00:00,M04,49.13,12.22,12.83,51.565,115.08
2026-01-06 04:05:00,M01,38.74,20.94,14.88,30.49,37.34
2026-01-06 04:10:00,M03,38.54,20.13,16.78,50.88,101.99
2026-01-06 04:15:00,M03,35.46,18.45,14.83,60.05,107.39
2026-01-06 04:20:00,M03,40.53,21.31,17.5,49.68,48.09
2026-01-06 04:25:00,M04,31.85,16.485,13.0,53.27,74.9
2026-01-06 04:30:00,M04,32.94,20.75,10.97,51.64,21.85
2026-01-06 04:35:00,M04,40.12,21.23,17.0,56.442499999999995,58.42
2026-01-06 04:40:00,M03,32.91,19.79,16.54,60.67,26.14
2026-01-06 04:45:00,M03,25.29,21.98,11.41,69.19,126.31
2026-01-06 04:50:00,M01,29.23,21.54,10.6,59.09,62.37
2026-01-06 04:55:00,M04,30.04,22.94,15.24,61.245,138.05
2026-01-06 05:00:00,M04,35.58,21.91,11.69,66.0475,73.08
2026-01-06 05:05:00,M01,39.71,15.86,11.3,58.62,24.93
2026-01-06 05:10:00,M01,35.1,18.37,13.77,65.31,30.88
2026-01-06 05:15:00,M01,38.16,24.83,14.48,43.67,85.43
2026-01-06 05:20:00,M02,40.51,13.15,12.16,56.99,61.42
2026-01-06 05:25:00,M04,30.09,21.97,15.95,70.85,139.43
2026-01-06 05:30:00,M03,32.28,20.57,16.93,74.34,41.02
2026-01-06 05:35:00,M04,33.22,16.19,10.9,50.02,35.86
2026-01-06 05:40:00,M02,33.03,17.38,12.63,73.75,120.79
2026-01-06 05:45:00,M02,41.29,21.28,13.72,65.82,132.425
2026-01-06 05:50:00,M01,44.1,19.0,14.57,48.69,144.06
2026-01-06 05:55:00,M02,37.25,20.06,15.46,52.08,62.31
2026-01-06 06:00:00,M03,30.39,20.97,16.36,61.92,87.34
2026-01-06 06:05:00,M03,33.49,20.08,15.13,49.54,42.35
2026-01-06 06:10:00,M04,29.37,24.83,10.55,54.69,94.32
2026-01-06 06:15:00,M01,30.14,18.46,17.55,55.03,76.41
2026-01-06 06:20:00,M03,36.22,25.83,22.16,60.13,96.13
2026-01-06 06:25:00,M03,38.82,18.02,14.47,64.89,74.73
2026-01-06 06:30:00,M02,46.83,19.99,21.65,66.6,593.8885908087076
2026-01-06 06:35:00,M02,25.18,13.64,15.1,67.59,56.04
2026-01-06 06:40:00,M02,20.54,26.31,17.0,56.13,66.53
2026-01-06 06:45:00,M04,39.97,20.54,15.88,49.01,50.83
2026-01-06 06:50:00,M04,28.6,20.04,20.72,60.675,61.38
2026-01-06 06:55:00,M01,30.7,23.55,18.13,51.77,122.37
2026-01-06 07:00:00,M03,29.59,13.94,12.3,61.48,24.25
2026-01-06 07:05:00,M04,30.05,20.66,14.93,72.34,146.65
2026-01-06 07:10:00,M03,32.0,20.26,18.65,49.19,97.79
2026-01-06 07:15:00,M02,37.48,16.85,12.14,58.14,130.39
2026-01-06 07:20:00,M01,34.84,16.97,17.17,62.25,123.68
2026-01-06 07:25:00,M02,44.69,29.46,10.22,75.14,70.14
2026-01-06 07:30:00,M04,23.82,30.47,15.57,69.61,78.49
2026-01-06 07:35:00,M02,45.09,23.61,14.93,54.54,127.66
2026-01-06 07:40:00,M01,33.69,11.75,14.81,59.98,60.21
2026-01-06 07:45:00,M02,37.72,21.44,16.41,52.81,88.29
2026-01-06 07:50:00,M02,29.99,23.09,17.88,73.09,94.93
2026-01-06 07:55:00,M04,40.67,25.26,15.63,62.269999999999996,78.04
2026-01-06 08:00:00,M03,37.75,22.51,16.9,53.6,90.83
2026-01-06 08:05:00,M02,28.66,30.7,14.14,59.76,109.24
2026-01-06 08:10:00,M03,32.89,16.65,20.74,56.33,146.03
2026-01-06 08:15:00,M02,44.21,12.98,12.48,65.62,22.92
2026-01-06 08:20:00,M04,41.85,16.03,17.07,54.93,50.71
2026-01-06 08:25:00,M04,28.98,23.16,18.13,67.67,32.22
2026-01-06 08:30:00,M03,42.1,18.83,19.74,54.56,76.16
2026-01-06 08:35:00,M03,41.025000000000006,22.48,18.16,57.9,92.345
2026-01-06 08:40:00,M01,33.5,20.01,14.56,56.86,108.53
2026-01-06 08:45:00,M04,29.1,20.58,16.63,55.48,78.71
2026-01-06 08:50:00,M02,25.9,21.83,17.0,53.58,128.8
2026-01-06 08:55:00,M04,29.22,9.11,15.03,59.13,24.25
2026-01-06 09:00:00,M01,33.91,13.32,11.75,61.845,29.78
2026-01-06 09:05:00,M04,25.85,22.21,13.65,54.505,93.93
2026-01-06 09:10:00,M01,35.64,18.61,16.28,66.83,70.53
2026-01-06 09:15:00,M02,26.12,24.84,15.45,54.724999999999994,52.69
2026-01-06 09:20:00,M01,37.22,25.72,20.36,63.88,55.19
2026-01-06 09:25:00,M01,35.44,21.98,15.23,42.11,33.6
2026-01-06 09:30:00,M01,40.28,17.11,14.21,56.89,27.72
2026-01-06 09:35:00,M01,34.82,20.07,8.16,68.73,60.8
2026-01-06 09:40:00,M03,39.95,22.465,14.86,61.93,118.62
2026-01-06 09:45:00,M02,32.54,24.47,16.85,55.87,113.2
2026-01-06 09:50:00,M03,33.17,22.45,14.83,46.64,103.82
2026-01-06 09:55:00,M03,31.84,20.58,11.82,66.66,42.86
2026-01-06 10:00:00,M03,41.81,21.049999999999997,13.81,57.29,82.7
2026-01-06 10:05:00,M04,32.03,15.13,17.91,49.88,44.99
2026-01-06 10:10:00,M01,36.0,26.25,12.62,45.88,130.82
2026-01-06 10:15:00,M03,42.49,21.52,7.25,50.12,132.79
2026-01-06 10:20:00,M04,33.92,24.17,14.42,55.84,47.15
2026-01-06 10:25:00,M03,24.62,24.67,15.76,56.33,65.94
2026-01-06 10:30:00,M04,32.48,19.12,13.17,58.36,84.55
2026-01-06 10:35:00,M03,30.78,23.02,13.89,54.16,120.88
2026-01-06 10:40:00,M03,27.89,21.43,11.0,76.6,142.88
2026-01-06 10:45:00,M03,33.08,18.740000000000002,12.07,63.42,132.81
2026-01-06 10:50:00,M02,23.56,19.71,6.03,60.77,67.39
2026-01-06 10:55:00,M04,34.9,21.75,18.97,60.87,118.86
2026-01-06 11:00:00,M02,35.73,14.83,13.28,48.07,69.79
2026-01-06 11:05:00,M02,31.0,19.36,18.23,54.24,31.25
2026-01-06 11:10:00,M04,47.96,17.04,15.68,54.98,84.59
2026-01-06 11:15:00,M03,30.64,16.05,15.94,55.94,40.91
2026-01-06 11:20:00,M01,22.27,22.53,18.74,54.19,116.82
2026-01-06 11:25:00,M03,31.305,16.43,13.71,51.74,79.17
2026-01-06 11:30:00,M01,31.47,17.72,15.25,58.0,51.54
2026-01-06 11:35:00,M02,32.07,24.68,8.97,49.77,593.8885908087076
2026-01-06 11:40:00,M03,31.97,21.18,11.48,68.11,70.79
2026-01-06 11:45:00,M01,38.48,15.67,15.42,69.04,54.05
2026-01-06 11:50:00,M01,36.69,18.2,12.13,63.07,20.87
2026-01-06 11:55:00,M02,32.79,22.49,11.45,61.71,136.79
2026-01-06 12:00:00,M04,32.82,20.56,17.18,73.46,44.44
2026-01-06 12:05:00,M01,28.69,21.26,14.22,55.2,98.49
2026-01-06 12:10:00,M04,32.475,18.35,14.9,56.31,105.94
2026-01-06 12:15:00,M02,28.8,18.89,11.47,57.55,44.77
2026-01-06 12:20:00,M02,28.91,19.76,17.1,54.166666666666664,40.06
2026-01-06 12:25:00,M01,39.19,15.32,12.89,61.11,118.69
2026-01-06 12:30:00,M02,48.65,10.27,13.5,50.78333333333333,36.21
2026-01-06 12:35:00,M03,33.68,23.89,14.3,59.18,34.67
2026-01-06 12:40:00,M03,31.69,21.76,16.33,60.32,80.64
2026-01-06 12:45:00,M04,32.13,18.07,15.06,45.86,119.69
2026-01-06 12:50:00,M03,38.12,20.775,12.39,61.46,25.7
2026-01-06 12:55:00,M04,38.16,18.49,15.24,71.46,33.38
2026-01-06 13:00:00,M01,40.05,20.11,19.28,62.1,79.03
2026-01-06 13:05:00,M03,32.59,19.79,11.9,64.82,106.24
2026-01-06 13:10:00,M01,31.01,18.92,12.96,63.49,52.9
2026-01-06 13:15:00,M04,44.33,20.17,10.76,52.6,61.68
2026-01-06 13:20:00,M04,37.2,19.73,15.57,63.21,145.4
2026-01-06 13:25:00,M02,29.34,24.57,12.5,47.4,44.07
2026-01-06 13:30:00,M02,24.88,22.93,12.83,62.43,147.37
2026-01-06 13:35:00,M03,29.41,26.93,13.06,54.52,47.27
2026-01-06 13:40:00,M02,35.5,21.29,10.58,61.15,118.2
2026-01-06 13:45:00,M02,27.65,19.65,18.6,58.32,119.76
2026-01-06 13:50:00,M01,29.32,14.81,15.38,64.55,148.09
2026-01-06 13:55:00,M01,35.605000000000004,18.86,16.46,71.13,126.04
2026-01-06 14:00:00,M03,35.81,22.17,10.01,66.98,33.71
2026-01-06 14:05:00,M02,29.9,20.69,14.05,47.75,25.76
2026-01-06 14:10:00,M02,32.32,13.0,10.31,66.93,140.23
2026-01-06 14:15:00,M01,41.89,17.97,18.1,62.2,99.05
2026-01-06 14:20:00,M03,31.37,17.41,7.99,59.44,68.61
2026-01-06 14:25:00,M02,33.3,18.09,20.56,68.0,47.29
2026-01-06 14:30:00,M04,30.07,24.64,15.37,61.38,49.95
2026-01-06 14:35:00,M01,36.495000000000005,17.84,15.01,70.2,99.44
2026-01-06 14:40:00,M03,33.49,13.15,10.82,53.43,86.14
2026-01-06 14:45:00,M03,35.3,25.46,15.78,60.98,72.46
2026-01-06 14:50:00,M04,36.75,14.45,15.46,49.1,22.65
2026-01-06 14:55:00,M02,24.42,22.74,10.95,60.03,124.1
2026-01-06 15:00:00,M03,38.23,19.51,22.07,62.25,66.12
2026-01-06 15:05:00,M04,39.31,21.22,12.8,72.23,104.49000000000001
2026-01-06 15:10:00,M02,43.44,14.05,17.3,66.46,142.86
2026-01-06 15:15:00,M04,30.69,13.14,13.12,71.04,593.8885908087076
2026-01-06 15:20:00,M02,31.63,20.96,13.65,57.09,144.65
2026-01-06 15:25:00,M03,30.48,25.16,17.94,58.68,28.98
2026-01-06 15:30:00,M03,41.27,16.12,16.46,58.59,25.49
2026-01-06 15:35:00,M03,36.21,20.35,14.46,50.31,137.48
2026-01-06 15:40:00,M03,45.31,19.555,15.99,61.25,48.41
2026-01-06 15:45:00,M02,31.51,20.53,13.83,60.725,55.16
2026-01-06 15:50:00,M01,31.1,17.75,15.23,57.42,42.39
2026-01-06 15:55:00,M04,48.79,23.69,18.68,64.125,99.71
2026-01-06 16:00:00,M02,42.41,20.1,18.23,64.36,22.96
2026-01-06 16:05:00,M03,43.16,18.76,14.94,53.0,68.63
2026-01-06 16:10:00,M04,38.81,20.2,9.39,57.21,119.82
2026-01-06 16:15:00,M01,32.86,16.24,13.27,42.63,51.01
2026-01-06 16:20:00,M01,44.54,18.64,17.37,60.91,137.8
2026-01-06 16:25:00,M04,42.51,18.94,12.84,77.0,54.83
2026-01-06 16:30:00,M03,31.52,22.02,14.47,65.06,52.01
2026-01-06 16:35:00,M04,48.13,21.09,16.5,58.57,39.17
2026-01-06 16:40:00,M01,33.02,20.74,15.06,59.52,125.23
2026-01-06 16:45:00,M04,44.16,22.8,17.51,81.55,114.17
2026-01-06 16:50:00,M02,31.21,22.41,14.190000000000001,54.735,36.95
2026-01-06 16:55:00,M03,38.22,21.96,14.22,67.57,116.75
2026-01-06 17:00:00,M02,38.97,24.72,10.15,45.11,103.18
2026-01-06 17:05:00,M03,39.14,22.38,11.89,53.93,104.59
2026-01-06 17:10:00,M04,31.35,17.26,20.25,63.13,146.88
2026-01-06 17:15:00,M01,36.07,20.59,18.12,53.08,39.78
2026-01-06 17:20:00,M02,42.41,18.56,11.46,61.89,126.51
2026-01-06 17:25:00,M01,36.79,16.18,9.18,60.01,146.46
2026-01-06 17:30:00,M01,37.51,16.43,24.52,66.94,47.51
2026-01-06 17:35:00,M04,32.52,20.8,18.465,50.14,95.44
2026-01-06 17:40:00,M04,36.09,16.66,16.68,54.375,103.36
2026-01-06 17:45:00,M01,37.94,18.69,19.63,65.3,139.15
2026-01-06 17:50:00,M04,30.4,17.64,16.44,58.61,27.89
2026-01-06 17:55:00,M03,30.145,15.82,11.63,69.83,31.39
2026-01-06 18:00:00,M04,31.36,22.36,15.2,55.26,147.47
2026-01-06 18:05:00,M02,36.69,25.49,14.135,58.17,48.78
2026-01-06 18:10:00,M03,21.15,16.92,12.33,63.47,132.71
2026-01-06 18:15:00,M04,26.38,20.64,17.45,64.6,100.0
2026-01-06 18:20:00,M03,40.11,15.43,19.31,48.34,71.83
