timestamp,machine_id,cycle_time_sec,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,Power_Consumption_kW,Operational_Hours,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,predicted_failure_probability,sensor_anomaly_score,AI_Override_Events,Failure_Within_7_Days
1970-01-21 10:54:54.300,M02,40.73,75.63,2.8,72.57,86.75,80.14,98.66,27.91,72.03,49.27,1157.53,7.0,40.0,0.595,0.467,3.0,False
1970-01-21 10:54:54.600,M02,48.35,57.13,1.77,75.23,77.75,82.62,119.1,37.8,72.82,41.21,1158.53,3.0,130.0,0.343,0.898,0.0,False
1970-01-21 10:54:54.900,M01,56.28,56.63,2.31,73.49,87.205,70.52,114.26,29.395,64.98,44.66,1159.53,1.0,78.0,0.226,0.15,2.0,False
1970-01-21 10:54:55.200,M04,42.38,76.26,2.62,71.82,89.66,78.82,116.41,29.13,63.4,51.67,1160.54,2.0,143.0,0.639,0.826,3.0,False
1970-01-21 10:54:55.500,M03,55.74,64.01,1.92,71.86,84.92,70.42,111.8,20.05,73.41499999999999,44.87,1161.54,4.0,155.0,0.457,0.291,0.0,False
1970-01-21 10:54:55.800,M01,44.95,57.84,2.1,73.94,95.69,66.47,108.43,26.22,70.86,49.28,1162.54,0.0,272.0,0.4,0.809,1.0,False
1970-01-21 10:54:56.100,M02,43.6,73.36,2.37,73.73,68.75,80.23,139.54,25.87,51.83,51.28,1163.55,4.0,95.0,0.593,0.92,1.0,False
1970-01-21 10:54:56.400,M03,40.45,69.03,2.4,74.03999999999999,69.38,63.51,106.8,29.27,79.74,50.95,1164.55,7.0,25.0,0.44799999999999995,0.427,0.0,False
1970-01-21 10:54:56.700,M01,44.01,70.89,2.63,74.73,70.73,93.94,122.7,33.09,65.22,57.11,1165.55,5.0,225.0,0.303,0.365,0.0,False
1970-01-21 10:54:57.000,M01,41.22,58.26,3.065,81.39,77.72,60.62,120.13,33.86,70.53,40.93,1166.56,7.0,125.0,0.486,0.802,1.0,False
1970-01-21 10:54:57.300,M02,40.82,68.0,3.08,64.75,76.045,77.84,90.78,37.5,73.0,56.5,1167.56,2.0,127.0,0.669,0.529,1.0,False
1970-01-21 10:54:57.600,M03,36.74,74.97,2.39,76.22,75.01,76.5,123.61,34.66,58.13,48.32,1168.56,0.0,279.0,0.027,0.684,0.0,False
1970-01-21 10:54:57.900,M03,53.83,70.13,2.59,75.36,75.18,75.61,96.84,23.5,67.69,50.84,1169.57,3.0,171.0,0.466,0.41850000000000004,3.0,False
1970-01-21 10:54:58.200,M02,50.32,72.36,2.28,74.33,83.34,81.685,129.53,35.15,80.54,49.88,1170.57,0.0,197.0,0.058,0.153,2.0,False
1970-01-21 10:54:58.500,M03,46.36,76.23,2.64,71.47,86.75,48.14,102.2,38.67,78.71,49.52,1171.57,7.0,113.0,0.186,0.845,2.0,False
1970-01-21 10:54:58.800,M01,44.28,68.42,3.5,74.25,62.11,79.12,127.83,38.42,67.68,40.54,1172.58,0.0,150.0,0.561,0.196,0.0,False
1970-01-21 10:54:59.100,M03,44.97,60.48,2.27,66.83,88.32,72.27,113.56,23.94,75.73,50.58,1173.58,6.0,176.0,0.866,0.932,2.0,True
1970-01-21 10:54:59.400,M04,41.12,72.02,2.17,76.03,74.76,80.84,109.89,29.04,76.78,34.93,1174.58,0.0,37.0,0.883,0.251,1.0,True
1970-01-21 10:54:59.700,M01,39.33,56.15,2.0,76.94,79.18,75.55,123.16,34.8,76.37,59.67,1175.5833333333333,2.0,281.0,0.651,0.734,1.5,False
1970-01-21 10:55:00.000,M03,44.195,63.22,2.46,71.48,91.35,74.25,97.92,24.21,60.83,47.67,1176.5866666666666,6.0,59.0,0.419,0.285,2.0,False
1970-01-21 10:55:00.300,M04,43.69,69.7,2.46,75.215,78.27,62.93,118.96,21.38,83.13,53.12,1177.59,7.0,165.0,0.583,0.318,0.0,False
1970-01-21 10:55:00.600,M04,46.63,39.26,2.53,74.4,67.75,68.27,131.73,24.0,66.29,49.77,1178.6,0.0,130.0,0.147,0.31,1.0,False
1970-01-21 10:55:00.900,M04,36.69,67.02,2.78,75.22,68.21,69.875,135.64,26.62,70.87,45.26,1179.6,7.0,149.0,0.765,0.748,3.0,True
1970-01-21 10:55:01.200,M03,43.42,67.4,2.71,81.68,79.77,80.93,113.06,21.84,67.19,41.21,1180.6,6.0,25.0,0.744,0.557,3.0,True
1970-01-21 10:55:01.500,M02,39.23,55.91,2.49,85.71,77.33,85.53,115.25,36.15,71.84,49.985,1181.605,5.0,58.0,0.903,0.883,1.0,True
1970-01-21 10:55:01.800,M04,47.42,67.61,3.67,69.38,80.48,71.48,97.62,30.82,63.09,50.46,1182.61,5.0,173.0,0.008,0.7875,1.0,False
1970-01-21 10:55:02.100,M02,40.545,66.52,2.91,72.11,76.79,66.44,108.74,27.4,68.2,50.09,1183.61,6.0,71.0,0.217,0.692,2.0,False
1970-01-21 10:55:02.400,M01,52.3,65.27,1.85,74.49,89.93,82.76,96.6,25.18,71.46,48.91,1184.62,6.0,163.0,0.827,0.753,2.0,True
1970-01-21 10:55:02.700,M02,41.86,74.52,1.57,71.29,80.2,55.96,126.6,30.87,79.8,44.18,1185.62,7.0,122.5,0.671,0.151,2.0,False
1970-01-21 10:55:03.000,M02,39.36,72.03,2.08,79.23,65.9,68.49,132.63,32.58,79.52,47.89,1186.62,7.0,82.0,0.894,0.401,0.0,True
1970-01-21 10:55:03.300,M02,42.91,64.42,2.59,70.74,86.53,71.45,113.19,31.63,79.24,42.04,1187.63,7.0,78.0,0.057,0.3785,3.0,False
1970-01-21 10:55:03.600,M02,41.5,56.81,2.03,81.33,95.25,84.45,104.13,22.41,76.95,40.23,1188.63,1.0,186.0,0.597,0.356,3.0,False
1970-01-21 10:55:03.900,M02,47.16,64.86,2.12,78.12,81.24,79.14,124.62,32.38,84.77,43.06,1189.63,5.0,11.0,0.569,0.322,0.0,False
1970-01-21 10:55:04.200,M01,37.99,64.275,1.81,80.82,81.86,70.27,106.98,33.47,67.68,43.37,1190.64,2.0,13.5,0.036,0.686,2.0,False
1970-01-21 10:55:04.500,M01,36.23,63.28,1.77,70.76,73.76,78.69,130.08,28.28,68.74,55.25,1191.64,1.0,16.0,0.514,0.216,1.0,False
1970-01-21 10:55:04.800,M02,43.27,77.43,1.27,73.08,78.06,71.97,149.03,35.2,68.41,35.44,1192.64,3.0,264.0,0.61,0.709,0.0,False
1970-01-21 10:55:05.100,M02,48.63,64.785,3.15,79.49,83.97,85.7,106.73,25.74,69.51,44.77,1193.65,3.0,84.0,0.191,0.935,2.0,False
1970-01-21 10:55:05.400,M04,39.86,78.68,3.01,78.58,89.05,77.36,108.87,36.45,58.51,49.43,1194.65,3.0,140.0,0.273,0.565,3.0,False
1970-01-21 10:55:05.700,M01,49.25,56.46,1.73,73.57,83.57,92.36,98.11,30.66,72.12,58.9,1195.65,3.0,196.0,0.64,0.611,1.0,False
1970-01-21 10:55:06.000,M03,46.83,63.76,2.53,74.28,75.4,72.22,114.5,27.52,73.97,40.75,1196.66,3.0,12.0,0.468,0.069,3.0,False
1970-01-21 10:55:06.300,M01,52.73,64.52,1.83,72.83,80.79,87.25,121.17,28.41,67.94,54.53,1197.66,0.0,193.0,0.858,0.177,0.0,True
1970-01-21 10:55:06.600,M03,40.99,69.85,2.13,74.14,71.03,75.9,115.94,35.0,55.94,50.06,1198.66,6.0,282.0,0.342,0.285,3.0,False
1970-01-21 10:55:06.900,M04,36.97,73.355,2.79,70.17,71.26,68.03,120.24,35.91,70.17,46.15,1199.67,2.0,61.0,0.267,0.615,3.0,False
1970-01-21 10:55:07.200,M02,47.99,52.14,2.99,69.33,89.88,81.52000000000001,104.34,33.23,59.64,43.45,1200.67,1.0,272.0,0.985,0.979,0.0,True
1970-01-21 10:55:07.500,M04,46.4,68.03,2.97,80.03,88.06,88.1,95.05,35.37,73.42,48.06,1201.67,3.0,142.0,0.911,0.596,1.0,True
1970-01-21 10:55:07.800,M02,46.01,62.07,2.65,73.97,66.84,77.34,108.61,27.37,70.95,51.03,1202.68,4.0,234.0,0.029,0.725,0.0,False
1970-01-21 10:55:08.100,M01,39.76,61.23,3.27,80.76,78.32,82.66,91.27,30.64,71.74,50.16,1203.68,7.0,129.5,0.771,0.445,0.0,True
1970-01-21 10:55:08.400,M02,48.88,59.46,2.13,77.98,78.61,64.18,106.73,28.88,61.51,47.11,1204.68,7.0,25.0,0.11,0.06,0.0,False
1970-01-21 10:55:08.700,M03,41.83,65.99,1.535,76.56,73.99,81.02000000000001,124.65,35.09,80.09,54.22,1205.69,5.0,238.0,0.027,0.798,0.0,False
1970-01-21 10:55:09.000,M03,46.01,56.39,0.94,71.45,68.72,86.14,120.89,28.09,71.36,46.38,1206.69,4.0,204.0,0.274,0.035,1.0,False
1970-01-21 10:55:09.300,M04,42.7,63.45,2.44,68.95,73.81,75.05,93.39,30.24,62.69,45.3,1207.69,4.0,260.0,0.269,0.701,2.0,False
1970-01-21 10:55:09.600,M01,46.77,58.37,2.85,72.72,72.37,73.44,135.74,41.48,74.64,50.0,1208.7,2.0,57.0,0.819,0.023,3.0,True
1970-01-21 10:55:09.900,M03,39.02,60.13,2.67,82.66,68.91,80.015,117.08,36.43,70.78,36.18,1209.7,3.0,244.0,0.711,0.862,3.0,True
1970-01-21 10:55:10.200,M04,47.5,67.83,2.5700000000000003,79.44,86.63,76.52,100.51,24.82,84.7,49.31,1210.7,4.0,130.0,0.982,0.158,3.0,True
1970-01-21 10:55:10.500,M01,48.29,70.21,3.01,72.25,82.26,72.46,114.53,34.51,65.58,42.88,1211.71,6.0,59.0,0.712,0.514,3.0,True
1970-01-21 10:55:10.800,M01,45.58,62.55,2.46,72.77,76.29,54.68,111.25,33.44,60.02,35.69,1212.71,4.0,45.0,0.418,0.597,1.0,False
1970-01-21 10:55:11.100,M01,53.22,67.465,2.96,74.485,63.44,89.16,106.98,24.5,72.31,47.98,1213.71,3.0,31.0,0.699,0.458,1.0,False
1970-01-21 10:55:11.400,M03,46.04,57.22,2.79,67.26,77.61,73.89,132.19,29.45,78.1,41.79,1214.72,2.0,191.0,0.999,0.341,1.0,True
1970-01-21 10:55:11.700,M03,49.59,52.84,3.35,75.51,84.17,93.32,103.41,25.26,88.58,33.7,1215.72,4.0,14.0,0.71,0.326,0.0,True
1970-01-21 10:55:12.000,M04,45.46,54.31,2.7,83.63,74.11,57.38,122.77,18.04,97.35,38.9,1216.72,1.0,154.0,0.762,0.311,2.0,True
1970-01-21 10:55:12.300,M03,49.15,56.4,2.87,83.69,70.8,57.34,99.88,29.27,57.58,56.83,1217.73,0.0,87.0,0.938,0.438,2.0,True
1970-01-21 10:55:12.600,M04,37.33,54.5,2.45,78.04,79.02,72.25,119.45,27.47,68.92,41.1,1218.73,0.0,240.0,0.114,0.359,3.0,False
1970-01-21 10:55:12.900,M03,45.16,81.17,2.83,71.99,67.4,84.78,123.98,24.5,60.05,47.26,1219.73,5.0,218.0,0.705,0.566,3.0,True
1970-01-21 10:55:13.200,M03,39.37,52.6,2.79,72.705,64.0,62.8,124.01,29.95,68.02,43.735,1220.74,0.0,172.0,0.851,0.7775,3.0,True
1970-01-21 10:55:13.500,M04,45.7,59.65,3.4,80.24,90.83,62.42,121.21,19.4,89.82,59.71,1221.74,0.0,177.0,0.954,0.989,3.0,True
1970-01-21 10:55:13.800,M04,46.92,64.8,2.13,76.41,70.01,78.72,116.41,30.21,63.44,45.49,1222.74,2.0,287.0,0.211,0.501,0.0,False
1970-01-21 10:55:14.100,M03,41.345,66.8,2.35,73.42,76.62,71.87,104.04,30.08,69.82,40.21,1223.75,7.0,246.0,0.504,0.194,3.0,False
1970-01-21 10:55:14.400,M04,47.45,57.75,2.52,72.58,89.45,80.44,104.21,33.39,65.35,51.2,1224.75,0.0,185.0,0.681,0.477,1.0,False
1970-01-21 10:55:14.700,M03,43.32,67.6,2.91,78.0,81.0,72.05,124.48,21.98,61.97,42.175,1225.75,0.0,62.0,0.247,0.866,2.0,False
1970-01-21 10:55:15.000,M02,41.23,66.325,2.71,70.87,88.77,78.85,101.08,40.7,84.34,42.14,1226.76,0.0,19.0,0.6,0.022,0.0,False
1970-01-21 10:55:15.300,M01,33.29,72.38,3.05,76.2,92.43,88.66,97.64,38.78,57.69,40.07,1227.76,7.0,155.0,0.258,0.68,0.0,False
1970-01-21 10:55:15.600,M01,45.34,73.04,3.68,68.9,68.32,62.82,141.45,26.13,69.34,61.07,1228.76,5.0,236.0,0.333,0.548,2.0,False
1970-01-21 10:55:15.900,M03,50.69,63.92,2.12,78.12,87.22,86.85,116.1,37.3,70.7,44.14,1229.77,3.0,245.0,0.442,0.17,2.0,False
1970-01-21 10:55:16.200,M01,45.54,64.45,2.87,71.56,90.6,57.96,129.53,34.29,69.74,43.34,1230.77,6.0,251.0,0.529,0.817,2.0,False
1970-01-21 10:55:16.500,M03,44.58,65.13499999999999,2.69,78.24,76.99,81.09,126.59,27.8,67.47,29.99,1231.77,6.0,80.0,0.449,0.369,0.0,False
1970-01-21 10:55:16.800,M04,45.72,68.05,2.51,69.01,77.63,89.19,120.77,26.97,82.91,44.76,1232.78,7.0,167.0,0.493,0.294,1.0,False
1970-01-21 10:55:17.100,M02,43.06,73.19,2.86,74.18,64.7,69.76,114.35,27.34,53.1,35.51,1233.78,4.0,28.0,0.299,0.828,1.0,False
1970-01-21 10:55:17.400,M01,44.26,72.97,2.34,79.42,86.25,81.45,114.6,35.545,73.49,41.08,1234.78,4.0,64.0,0.159,0.639,2.0,False
1970-01-21 10:55:17.700,M01,42.98,72.88499999999999,2.69,80.5,59.72,70.13,144.12,36.8,73.85,30.9,1235.79,5.0,224.0,0.047,0.898,0.0,False
1970-01-21 10:55:18.000,M04,40.51,61.18,1.72,78.82,87.75,80.85,111.62,28.99,72.3,53.65,1236.79,3.0,218.0,0.196,0.63,3.0,False
1970-01-21 10:55:18.300,M02,44.62,71.49,2.18,74.31,68.66,52.42,122.65,29.42,63.35,34.73,1237.79,7.0,30.0,0.582,0.741,0.0,False
1970-01-21 10:55:18.600,M02,44.51,63.75,2.645,71.67,91.13,76.62,130.16,34.24,79.64,31.41,1238.8,4.0,291.0,0.3755,0.836,2.0,False
1970-01-21 10:55:18.900,M02,54.38,65.91,3.11,69.61,83.17,78.95,123.76,34.02,79.24,38.64,1239.8,0.0,258.0,0.169,0.055,0.0,False
1970-01-21 10:55:19.200,M04,40.97,69.24,2.66,82.52,88.07,88.45,136.27,25.22,63.07,53.73,1240.8,6.0,37.0,0.109,0.776,0.0,False
1970-01-21 10:55:19.500,M01,44.2,72.8,2.23,75.52,73.5,84.25,114.2,31.49,60.42,41.89,1241.81,1.0,220.0,0.749,0.614,0.0,True
1970-01-21 10:55:19.800,M01,43.72,67.09,3.0,76.44,69.33,73.39,130.1,30.759999999999998,58.87,42.82,1242.81,5.0,294.0,0.305,0.07,3.0,False
1970-01-21 10:55:20.100,M02,42.76,60.3,3.24,80.83,65.89,77.68,93.08,30.76,71.8,48.35,1243.81,2.0,29.0,0.951,0.509,2.0,True
1970-01-21 10:55:20.400,M04,47.57,79.38,2.25,77.93,86.685,60.54,140.2,29.76,70.37,43.94,1244.82,3.0,29.0,0.639,0.6225,2.0,False
1970-01-21 10:55:20.700,M04,56.19,77.24,1.63,74.36,85.3,91.44,136.85,35.09,67.11,53.67,1245.82,5.0,129.0,0.327,0.736,2.0,False
1970-01-21 10:55:21.000,M04,43.4,56.86,2.77,78.72,85.59,81.91,115.43,27.85,86.65,43.32,1246.82,0.0,106.0,0.29,0.845,1.0,False
1970-01-21 10:55:21.300,M02,47.58,57.71,3.05,71.89,82.33,56.39,126.58,30.59,66.31,43.44,1247.83,7.0,129.0,0.524,0.954,1.0,False
1970-01-21 10:55:21.600,M04,35.44,58.71,2.33,67.24,84.35,77.46,133.37,20.61,71.5,60.85,1248.83,4.0,34.0,0.079,0.183,2.0,False
1970-01-21 10:55:21.900,M02,43.03,71.79,3.44,82.06,77.67,78.22,104.43,31.62,68.45,45.39,1249.83,1.0,162.0,0.118,0.606,0.0,False
1970-01-21 10:55:22.200,M02,43.879999999999995,79.68,3.44,72.3,82.96,67.26,117.83,26.11,85.7,46.61,1250.84,0.0,254.0,0.176,0.212,0.0,False
1970-01-21 10:55:22.500,M02,44.73,60.95,2.32,73.48,73.15,75.97,100.41,22.41,54.08,43.53,1251.84,1.0,269.0,0.775,0.614,2.0,True
1970-01-21 10:55:22.800,M03,47.51,66.35,2.62,73.92,77.26,66.26,137.08,35.65,67.52,28.0,1252.84,2.0,13.0,0.514,0.723,3.0,False
1970-01-21 10:55:23.100,M02,41.89,58.98,2.2,71.99,78.005,60.95,132.34,29.79,74.91,51.11,1253.85,7.0,152.0,0.011,0.722,3.0,False
1970-01-21 10:55:23.400,M04,46.29,66.005,1.89,80.51,80.31,68.87,115.79,19.61,68.22,56.62,1254.85,5.0,291.0,0.674,0.815,0.0,False
1970-01-21 10:55:23.700,M03,53.16,71.6,1.92,76.87,64.23,76.72,114.05,26.08,59.57,53.79,1255.85,1.0,229.0,0.424,0.854,0.0,False
1970-01-21 10:55:24.000,M01,39.2,58.4,2.93,73.48,76.73,84.28,118.32,30.03,71.41,41.09,1256.86,5.0,169.0,0.511,0.077,1.0,False
1970-01-21 10:55:24.300,M01,43.71,48.18,2.68,68.62,71.54,75.7,106.54,30.17,57.03,43.79,1257.86,7.0,85.0,0.5315000000000001,0.343,3.0,False
1970-01-21 10:55:24.600,M04,37.27,73.3,3.03,76.52,81.27,84.38,110.11000000000001,27.5,75.36,47.44,1258.86,4.0,137.0,0.552,0.687,0.0,False
1970-01-21 10:55:24.900,M04,42.57,60.42,4.02,62.75,72.89,81.49,104.43,13.17,66.69,47.2,1259.87,4.0,189.0,0.979,0.499,0.0,True
1970-01-21 10:55:25.200,M04,40.82,71.74,2.8,72.235,78.31,64.65,133.47,27.24,65.35,49.77,1260.87,6.0,136.0,0.073,0.191,2.0,False
1970-01-21 10:55:25.500,M04,43.64,67.35,2.03,81.72,74.08,81.41,137.05,35.36,61.504999999999995,46.42,1261.875,1.0,41.0,0.284,0.553,1.0,False
1970-01-21 10:55:25.800,M03,40.76,50.33,3.12,75.32,81.58,81.69,134.18,37.01,61.97,42.47,1262.88,4.0,274.0,0.243,0.407,3.0,False
1970-01-21 10:55:26.100,M04,40.38,58.55,2.02,81.03,74.98,92.42,102.09,26.96,57.66,45.96,1263.88,7.0,22.0,0.249,0.39,3.0,False
1970-01-21 10:55:26.400,M02,39.07,62.17,3.55,68.85,82.86,79.11,116.87,39.42,62.72,51.99,1264.88,5.0,211.0,0.379,0.81,1.0,False
1970-01-21 10:55:26.700,M01,48.22,59.59,1.32,85.19,95.59,62.65,128.77,21.91,86.38,65.41,1265.89,6.0,27.0,0.818,0.408,0.0,True
1970-01-21 10:55:27.000,M01,43.81,65.93,2.17,80.49,70.76,69.46,131.53,25.95,61.97,41.51,1266.89,4.0,102.0,0.913,0.026,3.0,True
1970-01-21 10:55:27.300,M02,42.5,68.21,2.87,77.38,85.79,56.47,92.42,34.46,72.92,46.58,1267.89,7.0,289.0,0.202,0.058,3.0,False
1970-01-21 10:55:27.600,M04,46.41,79.31,3.21,72.01,60.38,80.1,131.11,33.67,76.75,42.46,1268.9,7.0,69.0,0.543,0.856,3.0,False
1970-01-21 10:55:27.900,M02,37.53,68.78,2.09,71.18,78.14,91.54,101.35,29.95,62.48,47.15,1269.9,6.0,223.0,0.637,0.961,2.0,False
1970-01-21 10:55:28.200,M03,46.53,76.93,1.99,74.65,81.83,51.09,117.69,24.4,62.49,51.83,1270.9,0.0,109.0,0.522,0.688,1.0,False
1970-01-21 10:55:28.500,M01,44.53,61.19,2.59,81.01,74.02,91.96,138.86,24.39,71.44,43.54,1271.91,5.0,10.0,0.434,0.8134999999999999,3.0,False
1970-01-21 10:55:28.800,M01,44.68,74.32,3.65,68.42,65.7,79.97,136.83,26.37,71.8,30.68,1272.91,7.0,52.0,0.192,0.939,1.0,False
1970-01-21 10:55:29.100,M03,47.6,61.95,1.58,77.655,79.7,64.23,139.89,24.61,80.78,52.2,1273.915,6.0,177.0,0.488,0.663,0.0,False
1970-01-21 10:55:29.400,M02,53.22,57.66,2.31,78.67,92.26,77.57,104.01,30.65,63.85,45.91,1274.92,3.0,201.0,0.401,0.844,1.0,False
1970-01-21 10:55:29.700,M04,47.565,57.33,2.66,79.65,78.83,64.56,107.71,29.54,66.98,42.61,1275.92,7.0,43.0,0.796,0.766,2.0,True
1970-01-21 10:55:30.000,M02,44.0,43.86,2.02,78.66,84.47,79.4,111.56,24.19,92.71,41.04,1276.92,4.0,43.0,0.764,0.379,2.0,True
1970-01-21 10:55:30.300,M01,39.09,71.83,2.02,67.91,89.02,75.63,117.8,28.23,55.66,47.18,1277.93,4.0,185.0,0.134,0.479,1.0,False
1970-01-21 10:55:30.600,M03,33.05,54.68,2.36,80.66,99.77,78.29,123.25,16.75,54.02,40.13,1278.93,5.0,205.0,0.089,0.186,2.0,False
1970-01-21 10:55:30.900,M03,45.64,76.27,2.68,75.34,71.58,65.81,139.16,31.7,58.94,40.95,1279.93,0.0,167.0,0.908,0.292,3.0,True
1970-01-21 10:55:31.200,M02,38.7,63.61,2.38,69.57,72.41,67.27,106.07,33.58,78.81,36.26,1280.94,2.0,254.0,0.536,0.778,2.0,False
1970-01-21 10:55:31.500,M02,32.3,52.56,3.38,74.88,77.66,80.02,110.57,29.85,66.49,40.22,1281.94,3.0,80.0,0.858,0.894,1.5,True
1970-01-21 10:55:31.800,M03,42.98,56.06,2.86,65.21,84.92,69.97,141.35,26.07,66.49,49.42,1282.94,6.0,187.0,0.6925,0.724,1.0,False
1970-01-21 10:55:32.100,M01,46.2,66.53,2.73,77.89,61.43,76.49,102.61,31.29,62.28,35.33,1283.95,3.0,294.0,0.527,0.465,1.0,False
1970-01-21 10:55:32.400,M04,48.72,49.96,3.12,74.36,85.23,79.53,130.9,30.53,77.35,53.06,1284.95,6.0,152.0,0.539,0.087,0.5,False
1970-01-21 10:55:32.700,M04,50.31,69.72,2.74,68.65,81.19,83.64,118.67,33.87,59.06,36.75,1285.95,7.0,106.0,0.861,0.057,0.0,True
1970-01-21 10:55:33.000,M02,49.38,52.87,2.23,73.55,75.73,86.55,125.82,26.12,65.35,46.05,1286.96,3.0,221.0,0.098,0.374,0.0,False
1970-01-21 10:55:33.300,M03,40.32,59.09,2.34,71.46,83.4,73.14,107.83,27.485,62.59,48.39,1287.96,1.0,194.0,0.24,0.464,0.0,False
1970-01-21 10:55:33.600,M03,37.66,66.59,1.82,71.78,87.12,72.84,130.61,28.9,48.62,50.77,1288.96,0.0,214.0,0.407,0.609,3.0,False
1970-01-21 10:55:33.900,M03,44.25,68.74,3.7,63.69,88.22,68.68,110.19,24.67,66.17,50.77,1289.97,0.0,225.0,0.673,0.006,2.0,False
1970-01-21 10:55:34.200,M01,47.9,71.38,3.06,66.64,80.12,85.4,98.71,28.79,69.53,44.41,1290.97,2.0,255.0,0.939,0.99,2.0,True
1970-01-21 10:55:34.500,M02,45.23,54.55,0.96,73.85,82.61,67.93,127.2,29.105000000000004,63.8,47.614999999999995,1291.97,3.0,248.0,0.949,0.364,3.0,True
1970-01-21 10:55:34.800,M02,44.22,62.53,3.3,72.99,82.31,87.54,82.45,32.09,67.85,49.18,1292.98,3.0,17.0,0.959,0.286,0.0,True
1970-01-21 10:55:35.100,M02,45.14,73.74,2.2399999999999998,79.87,89.85,76.63,106.91,25.32,68.06,46.95,1293.98,4.0,87.0,0.006,0.208,1.0,False
1970-01-21 10:55:35.400,M01,46.23,62.53,2.81,71.84,83.05,85.4,124.37,31.26,68.94,42.58,1294.98,6.0,286.0,0.077,0.13,1.0,False
1970-01-21 10:55:35.700,M02,44.62,67.35,1.18,72.37,85.16,68.4,131.37,37.28,61.57,47.6,1295.99,5.0,211.0,0.148,0.798,1.0,False
1970-01-21 10:55:36.000,M04,40.77,66.3,2.24,72.6,87.14,87.75,138.4,32.375,61.11,43.83,1296.99,1.0,223.0,0.349,0.71,0.0,False
1970-01-21 10:55:36.300,M04,36.49,75.41,3.3,74.01,95.67,80.1,146.66,30.88,70.38,40.8,1297.99,1.0,103.0,0.83,0.527,1.5,True
1970-01-21 10:55:36.600,M02,43.98,61.27,3.34,75.46,75.31,69.86,142.08,37.115,58.19,42.35,1299.0,7.0,84.0,0.893,0.515,3.0,True
1970-01-21 10:55:36.900,M02,45.29,53.88,2.68,72.97,93.01,80.24,122.87,36.95,68.29,48.4,1300.0,2.0,84.0,0.187,0.087,3.0,False
