plant_id,product_id,work_order_id,planned_production_qty,target_cycle_time_sec,shift,Installation_Year,failure_code,failure_severity,repair_time_minutes,technician_id,spare_part_used,maintenance_cost,energy_cost
FR02,P001,WO1001,1128.0,51.0,matin,2018.0,F003,minor,94.0,TECH02,bearing,149.0,102.07
FR02,P003,WO1003,933.0,49.0,nuit,2017.0,F003,critical,33.0,TECH01,bearing,1992.0,41.43
FR02,,WO1003,982.0,44.0,,2021.0,F001,major,142.0,TECH03,pump,409.0,76.2
FR02,P001,WO1002,,45.0,apres_midi,2018.0,F001,critical,24.0,TECH02,pump,992.0,21.53
FR02,P001,WO1001,1103.0,46.0,nuit,2017.0,F002,critical,64.0,TECH02,bearing,667.0,37.25
FR01,P002,WO1003,1186.0,52.0,nuit,2012.0,F002,critical,62.0,TECH01,sensor,2295.0,62.66
FR01,P001,WO1001,1157.0,42.0,matin,2015.0,F002,minor,174.0,TECH02,bearing,2032.0,141.79
FR01,,WO1001,1191.0,50.0,matin,2014.0,F001,minor,139.0,TECH01,sensor,727.0,134.83
FR01,P003,WO1001,1024.0,51.0,nuit,,F002,critical,88.0,TECH03,valve,1757.0,88.1
FR02,P002,WO1002,1050.0,53.0,nuit,,F003,major,67.0,TECH01,valve,1685.0,98.57
FR01,P003,WO1003,1146.0,54.0,nuit,2015.0,F003,minor,130.0,TECH03,sensor,,57.48
FR02,P003,WO1003,1074.0,51.0,matin,2018.0,F004,minor,92.0,TECH03,,1463.0,107.08
FR01,P002,WO1001,979.0,43.0,apres_midi,,F004,critical,,TECH01,pump,2430.0,50.83
FR02,P001,WO1003,1006.0,40.0,nuit,2020.0,F004,minor,44.0,TECH01,pump,,20.33
FR02,P002,,1199.0,46.0,apres_midi,2014.0,F003,major,155.0,TECH03,valve,2589.0,145.22
,P001,WO1001,957.0,,apres_midi,2021.0,F001,critical,97.0,TECH02,sensor,2179.0,69.61
FR01,P001,WO1002,990.0,41.0,nuit,2013.0,F002,minor,179.0,TECH01,bearing,1642.0,87.95
FR01,P003,WO1002,1034.0,46.0,apres_midi,2016.0,F002,critical,80.0,TECH01,valve,1542.0,33.01
FR01,P002,WO1003,1068.0,45.0,matin,,F001,critical,106.0,TECH01,bearing,2327.0,88.55
FR02,P003,WO1003,1021.0,43.0,nuit,2014.0,F004,major,20.0,TECH03,pump,854.0,137.31
FR01,P003,WO1002,1135.0,50.0,nuit,2012.0,F001,major,130.0,TECH02,bearing,1346.0,134.09
FR01,P001,WO1003,975.0,41.0,nuit,2020.0,F003,minor,178.0,,pump,2006.0,95.13
FR02,P003,WO1002,922.0,46.0,nuit,2016.0,F001,critical,162.0,TECH01,sensor,962.0,131.38
FR01,P002,WO1002,972.0,46.0,matin,2013.0,F003,minor,89.0,TECH02,valve,1213.0,67.35
FR01,P003,WO1001,987.0,44.0,matin,2017.0,F003,minor,163.0,TECH03,bearing,297.0,45.03
FR01,P003,WO1002,1002.0,48.0,apres_midi,2014.0,F004,minor,127.0,TECH01,bearing,1366.0,74.81
,P001,WO1002,993.0,42.0,,2020.0,F002,major,100.0,TECH01,pump,1534.0,125.25
FR01,P002,WO1003,1165.0,,nuit,2014.0,F004,critical,112.0,TECH03,valve,2927.0,111.89
FR02,P003,WO1001,1152.0,44.0,apres_midi,2013.0,F003,critical,125.0,TECH01,sensor,1311.0,70.0
FR01,P001,WO1003,9430.099895068206,41.0,matin,2014.0,F004,major,91.0,TECH03,sensor,722.0,64.4
FR01,P003,WO1001,908.0,48.0,nuit,2017.0,F002,major,76.0,TECH02,valve,2043.0,145.36
FR01,P002,WO1003,912.0,53.0,apres_midi,2014.0,F004,minor,30.0,TECH02,pump,1723.0,54.24
FR01,P003,WO1002,1030.0,40.0,,2020.0,F003,minor,165.0,TECH03,sensor,2664.0,60.06
FR01,P003,WO1001,1121.0,40.0,apres_midi,2020.0,,major,167.0,TECH03,bearing,487.0,65.15
FR02,P001,WO1001,1052.0,54.0,apres_midi,2020.0,F004,major,110.0,TECH03,bearing,576.0,121.79
FR01,P003,WO1001,970.0,52.0,matin,2013.0,,,106.0,TECH02,pump,236.0,130.52
FR02,P001,WO1001,919.0,46.0,nuit,2018.0,F002,critical,161.0,TECH02,sensor,1754.0,48.22
FR02,P002,WO1003,980.0,42.0,matin,2013.0,F004,critical,128.0,TECH01,valve,2710.0,72.96
FR01,P003,WO1003,1127.0,47.0,nuit,2012.0,F001,major,,TECH03,sensor,2633.0,132.5
FR01,P002,WO1001,918.0,46.0,matin,2016.0,F002,minor,116.0,TECH03,bearing,1035.0,60.76
,P002,WO1001,1064.0,50.0,nuit,2019.0,F001,critical,28.0,TECH01,pump,152.0,72.5
,P003,WO1001,1006.0,52.0,nuit,2014.0,F004,major,32.0,TECH01,,1070.0,91.98
FR02,P001,WO1003,1113.0,46.0,apres_midi,2018.0,F001,major,27.0,TECH02,pump,2117.0,103.39
FR01,P002,WO1001,1138.0,40.0,apres_midi,2017.0,F001,minor,133.0,TECH01,valve,515.0,59.47
FR01,,WO1001,1046.0,40.0,nuit,2012.0,F003,critical,895.2144729942319,TECH01,valve,2836.0,94.86
FR01,P003,WO1001,1080.0,51.0,matin,2018.0,,critical,116.0,TECH03,bearing,2280.0,114.17
FR01,P003,WO1003,1097.0,53.0,nuit,2014.0,,major,26.0,TECH01,bearing,2627.0,31.71
FR01,P003,WO1002,1186.0,41.0,matin,2015.0,F001,critical,96.0,TECH03,valve,1833.0,149.91
FR01,P003,WO1002,952.0,41.0,nuit,2021.0,F001,minor,147.0,,sensor,2122.0,141.26
FR02,P003,WO1003,1139.0,50.0,matin,2013.0,F002,critical,,TECH03,valve,252.0,39.88
FR02,P003,WO1002,1189.0,44.0,apres_midi,2012.0,F004,minor,123.0,,valve,2513.0,63.15
FR01,P001,WO1001,1186.0,48.0,matin,2016.0,F004,major,103.0,TECH01,valve,177.0,56.59
FR01,P002,WO1001,1087.0,46.0,apres_midi,2017.0,F001,minor,56.0,TECH03,pump,723.0,
FR01,P001,WO1003,905.0,53.0,matin,2013.0,F002,minor,83.0,TECH02,bearing,2220.0,85.26
FR02,P001,WO1003,1182.0,41.0,,2021.0,F001,,36.0,TECH02,valve,1663.0,40.57
FR01,P003,WO1002,9430.099895068206,44.0,matin,2017.0,F002,minor,112.0,TECH03,pump,597.0,37.78
FR02,P002,WO1002,948.0,44.0,,2017.0,F002,major,40.0,TECH02,pump,699.0,47.39
FR01,P001,WO1001,1099.0,47.0,matin,2019.0,F004,minor,97.0,TECH01,sensor,802.0,118.74
FR01,P003,WO1003,959.0,48.0,apres_midi,2019.0,F001,major,124.0,TECH03,bearing,2092.0,36.79
FR01,P003,WO1002,932.0,47.0,apres_midi,2017.0,F001,critical,130.0,TECH01,sensor,135.0,101.7
FR01,P002,WO1002,1143.0,53.0,matin,2018.0,F001,critical,105.0,TECH02,valve,1354.0,57.8
FR02,P001,WO1001,1071.0,52.0,nuit,2015.0,F001,critical,71.0,TECH02,valve,852.0,28.89
FR02,P001,WO1001,1106.0,41.0,matin,2016.0,F001,critical,96.0,TECH01,bearing,12358.636650536504,147.13
FR01,P001,WO1001,1182.0,43.0,matin,2017.0,F001,major,,TECH02,valve,1947.0,104.21
FR01,P003,WO1001,921.0,41.0,apres_midi,2017.0,F003,major,31.0,TECH02,bearing,678.0,46.47
FR02,,WO1002,946.0,45.0,nuit,2014.0,,,115.0,TECH01,pump,1418.0,85.8
FR02,P002,WO1003,1057.0,43.0,nuit,2020.0,F003,minor,65.0,TECH01,,1032.0,
,P001,WO1003,1157.0,54.0,nuit,2015.0,F003,critical,89.0,TECH01,pump,1799.0,42.8
FR02,P003,,1042.0,46.0,nuit,2019.0,F003,critical,145.0,TECH01,bearing,2981.0,144.95
FR01,P001,WO1001,946.0,52.0,matin,2015.0,F001,critical,90.0,TECH02,bearing,628.0,131.71
,P002,WO1002,926.0,41.0,nuit,2017.0,,major,39.0,TECH01,pump,665.0,68.0
FR01,P003,WO1001,926.0,48.0,nuit,2012.0,F004,critical,87.0,TECH03,,2252.0,125.41
FR02,P001,WO1003,1044.0,53.0,nuit,2013.0,F002,critical,895.2144729942319,TECH02,pump,252.0,44.65
FR02,,WO1001,974.0,44.0,apres_midi,2017.0,F002,critical,63.0,TECH02,bearing,1528.0,29.76
FR02,P003,WO1003,1086.0,40.0,apres_midi,2014.0,F001,major,49.0,TECH01,valve,2166.0,
FR02,P002,WO1001,909.0,51.0,apres_midi,2018.0,F002,critical,,TECH02,sensor,2560.0,71.02
FR02,P003,WO1001,1020.0,54.0,nuit,2012.0,F002,critical,50.0,TECH01,valve,2122.0,29.08
,P001,WO1003,1188.0,50.0,matin,2014.0,F001,minor,146.0,TECH02,bearing,,101.96
FR01,P001,WO1002,,42.0,matin,2014.0,F001,critical,149.0,TECH01,sensor,2202.0,126.55
FR02,P001,WO1002,1163.0,43.0,apres_midi,2012.0,F004,major,33.0,TECH02,sensor,1302.0,88.55
FR02,P001,WO1001,1060.0,42.0,apres_midi,2015.0,,,121.0,,bearing,1981.0,27.01
FR01,P002,WO1001,1196.0,45.0,nuit,2019.0,F003,critical,170.0,TECH01,,906.0,69.07
FR02,P002,WO1003,1017.0,52.0,apres_midi,2018.0,F004,major,88.0,TECH01,valve,2310.0,52.6
FR02,P001,WO1003,1162.0,52.0,apres_midi,2018.0,F001,minor,142.0,TECH03,bearing,424.0,39.31
FR01,P002,WO1001,983.0,45.0,apres_midi,2016.0,F002,major,52.0,TECH01,sensor,2271.0,84.9
FR02,P002,WO1003,1045.0,,apres_midi,2015.0,F001,minor,,TECH02,sensor,1631.0,28.5
FR02,P002,WO1002,1070.0,52.0,matin,2021.0,F001,major,114.0,TECH02,bearing,894.0,28.21
FR01,P001,,913.0,54.0,nuit,2017.0,F002,minor,27.0,TECH02,valve,2557.0,120.97
FR01,P003,WO1003,1048.0,50.0,matin,2013.0,F004,critical,26.0,TECH03,valve,766.0,75.58
FR01,P003,WO1003,1150.0,46.0,apres_midi,2012.0,F002,critical,,TECH03,valve,880.0,116.81
FR02,P003,WO1003,956.0,53.0,nuit,2018.0,F001,critical,111.0,TECH02,bearing,12358.636650536504,62.46
FR01,P001,WO1002,1032.0,48.0,nuit,2015.0,F004,critical,72.0,TECH03,pump,2773.0,65.52
FR01,P002,WO1001,1069.0,49.0,matin,2018.0,F001,minor,34.0,TECH01,bearing,,75.67
FR01,P002,WO1003,1001.0,48.0,matin,2017.0,F001,minor,71.0,TECH03,pump,2738.0,59.58
FR01,P001,WO1003,1005.0,46.0,apres_midi,2020.0,F004,minor,56.0,TECH01,valve,1099.0,92.68
FR01,P001,WO1003,1070.0,50.0,matin,2021.0,F002,minor,151.0,TECH02,bearing,594.0,29.48
FR01,,WO1001,,54.0,apres_midi,2017.0,F003,minor,,TECH02,pump,1834.0,92.46
FR02,P003,WO1003,1149.0,40.0,apres_midi,2014.0,F004,minor,,TECH02,valve,2886.0,112.79
FR02,P001,WO1003,931.0,42.0,apres_midi,2018.0,F001,critical,80.0,TECH03,valve,980.0,148.99
FR01,P003,WO1002,1115.0,,nuit,2020.0,F001,minor,169.0,,valve,1785.0,102.87
,P002,WO1003,1161.0,49.0,nuit,2021.0,F004,major,55.0,TECH03,bearing,1880.0,112.16
FR01,,WO1002,1143.0,51.0,matin,2017.0,F001,major,113.0,TECH02,valve,1068.0,97.38
FR02,P001,WO1001,,50.0,matin,2018.0,F003,major,116.0,TECH01,valve,479.0,
FR02,P002,WO1003,1189.0,45.0,nuit,2019.0,F004,minor,59.0,TECH03,sensor,2148.0,125.27
FR02,P002,WO1003,1162.0,45.0,matin,,F001,critical,83.0,TECH01,pump,1217.0,99.97
,P002,WO1002,984.0,44.0,apres_midi,2016.0,F003,major,33.0,TECH01,valve,166.0,63.25
FR02,P003,WO1001,,45.0,apres_midi,2015.0,F001,minor,149.0,TECH01,,553.0,62.18
FR02,P001,WO1001,1099.0,48.0,nuit,2012.0,F004,minor,145.0,TECH02,pump,1090.0,117.93
FR02,P003,WO1002,1100.0,52.0,matin,2017.0,F002,critical,38.0,TECH01,valve,1128.0,140.72
FR02,P002,WO1001,1067.0,53.0,matin,,F003,minor,97.0,TECH01,valve,2855.0,148.13
FR02,P003,WO1001,,40.0,nuit,2013.0,F004,minor,90.0,,pump,795.0,54.1
FR01,P002,WO1001,1185.0,40.0,apres_midi,2017.0,F004,major,144.0,TECH03,pump,1454.0,96.95
FR01,P003,WO1001,1089.0,48.0,apres_midi,2013.0,F004,major,28.0,TECH03,pump,161.0,111.26
FR01,P003,WO1001,970.0,53.0,matin,2021.0,F002,major,52.0,TECH03,bearing,1038.0,73.7
FR01,P002,WO1001,1044.0,47.0,nuit,2016.0,F001,major,146.0,TECH03,pump,2289.0,34.2
FR02,P003,WO1001,1108.0,48.0,nuit,2012.0,F002,major,135.0,TECH03,bearing,468.0,57.18
FR02,,,1107.0,46.0,apres_midi,2014.0,F004,minor,80.0,TECH03,valve,832.0,
FR01,P003,WO1003,1121.0,49.0,apres_midi,2015.0,F003,minor,125.0,TECH03,pump,867.0,34.95
FR02,P003,WO1002,1186.0,45.0,,2015.0,F001,critical,63.0,TECH02,sensor,100.0,60.69
FR01,P001,WO1001,1062.0,48.0,nuit,2013.0,F002,major,84.0,,bearing,1512.0,53.51
FR02,P002,WO1002,971.0,41.0,matin,2019.0,F003,major,104.0,TECH01,valve,2977.0,66.07
FR01,P001,WO1001,1139.0,54.0,matin,2017.0,F004,major,76.0,TECH02,bearing,2971.0,109.3
FR02,P003,WO1001,1026.0,43.0,,2020.0,F003,major,43.0,TECH03,bearing,2339.0,81.91
FR02,P002,WO1003,984.0,41.0,nuit,2017.0,F003,major,121.0,TECH03,bearing,2763.0,68.9
,P003,WO1002,914.0,53.0,,2014.0,F004,minor,124.0,TECH01,pump,200.0,55.72
FR02,,,1147.0,45.0,,2013.0,F002,minor,25.0,TECH01,sensor,479.0,109.53
FR01,P001,WO1003,1182.0,40.0,matin,2020.0,F004,major,53.0,,sensor,933.0,107.68
FR01,P001,WO1003,901.0,46.0,matin,2014.0,F003,minor,,TECH02,valve,1627.0,78.04
FR01,P002,WO1002,973.0,46.0,,2017.0,F004,major,136.0,TECH02,valve,2576.0,56.24
FR01,P002,WO1001,963.0,46.0,matin,2021.0,F001,,,TECH02,sensor,2518.0,125.16
FR02,P002,WO1001,1160.0,53.0,nuit,2013.0,F001,major,37.0,TECH02,sensor,1055.0,130.78
FR02,P003,WO1002,1138.0,,apres_midi,2018.0,F003,critical,24.0,TECH01,bearing,117.0,130.0
FR02,P001,WO1001,1178.0,54.0,apres_midi,2012.0,F004,,137.0,TECH01,valve,2833.0,
FR01,,WO1003,1100.0,47.0,nuit,2020.0,F003,major,115.0,TECH01,sensor,1633.0,53.04
FR02,P001,WO1003,1192.0,44.0,matin,2012.0,F004,major,63.0,TECH01,sensor,2180.0,129.98
FR01,P002,WO1003,1185.0,41.0,nuit,2020.0,F001,major,117.0,TECH01,sensor,343.0,147.37
FR02,P001,WO1002,1120.0,,nuit,2012.0,F001,major,112.0,TECH03,valve,1390.0,45.17
FR02,P001,WO1002,1061.0,51.0,apres_midi,2012.0,F003,minor,24.0,TECH01,bearing,832.0,102.74
FR02,P001,WO1002,1082.0,49.0,nuit,2019.0,F001,minor,80.0,TECH01,bearing,2688.0,62.85
FR01,P002,WO1001,1164.0,48.0,apres_midi,2012.0,F003,critical,111.0,TECH03,pump,2667.0,83.16
FR02,P001,WO1002,1031.0,49.0,apres_midi,2019.0,F002,major,153.0,TECH02,valve,1665.0,
,P002,WO1002,1019.0,40.0,nuit,2014.0,F003,minor,94.0,TECH01,pump,1998.0,90.03
FR01,P001,WO1003,1118.0,50.0,nuit,2015.0,,minor,58.0,TECH03,sensor,12358.636650536504,119.02
FR02,P001,WO1001,1059.0,41.0,nuit,2013.0,F004,minor,155.0,TECH03,bearing,,146.32
,P001,WO1001,1199.0,49.0,nuit,2017.0,F004,critical,103.0,TECH03,valve,873.0,31.19
FR02,P002,WO1003,1008.0,47.0,apres_midi,2018.0,F003,minor,143.0,TECH03,bearing,674.0,108.85
FR01,P002,WO1001,1137.0,52.0,nuit,2021.0,F002,,105.0,TECH02,pump,1252.0,88.03
FR01,P001,WO1002,1192.0,44.0,apres_midi,2014.0,F003,minor,131.0,TECH02,,2668.0,71.57
FR02,P003,WO1001,966.0,,apres_midi,2020.0,F003,major,88.0,,bearing,917.0,106.08
FR01,P002,WO1003,1086.0,48.0,matin,,F002,minor,125.0,TECH01,pump,1815.0,135.2
FR01,P002,WO1001,935.0,45.0,apres_midi,2018.0,,major,49.0,TECH03,pump,410.0,99.38
FR01,P001,WO1003,948.0,52.0,matin,2015.0,F001,critical,,TECH01,valve,1614.0,126.67
FR01,P003,WO1002,,47.0,nuit,2016.0,F001,minor,172.0,TECH03,sensor,1500.0,58.39
FR01,P001,WO1002,1006.0,54.0,matin,2020.0,F001,minor,61.0,TECH03,sensor,2931.0,76.9
FR01,P002,WO1003,907.0,51.0,nuit,2014.0,F001,critical,48.0,TECH02,bearing,2150.0,42.66
FR02,P002,WO1002,1135.0,40.0,apres_midi,2014.0,F002,critical,104.0,TECH02,bearing,2061.0,94.43
FR01,P001,WO1002,1077.0,48.0,matin,2020.0,F002,critical,90.0,TECH01,pump,1637.0,
FR01,P001,WO1001,1141.0,48.0,nuit,2020.0,F003,major,60.0,TECH03,bearing,2591.0,95.31
FR02,P003,WO1002,940.0,42.0,nuit,2015.0,F001,major,82.0,TECH03,sensor,2603.0,138.56
FR02,P003,WO1003,1144.0,40.0,matin,2012.0,F004,minor,138.0,TECH01,,2753.0,131.72
FR02,P002,WO1002,1012.0,47.0,matin,2012.0,F002,major,119.0,,bearing,1884.0,75.17
FR02,P003,WO1001,1155.0,47.0,nuit,2020.0,,minor,148.0,TECH03,bearing,757.0,94.39
FR02,P003,WO1003,1065.0,51.0,nuit,2017.0,F001,critical,114.0,TECH03,bearing,928.0,104.11
FR02,P002,WO1002,977.0,48.0,apres_midi,,F004,minor,167.0,TECH03,valve,1638.0,124.97
FR02,P002,WO1002,1106.0,53.0,nuit,2021.0,F004,,166.0,TECH02,,,29.72
FR01,P002,WO1002,1095.0,45.0,matin,2014.0,F002,critical,84.0,TECH02,bearing,726.0,124.96
FR01,P002,WO1003,963.0,48.0,nuit,2014.0,F003,minor,112.0,TECH01,bearing,1113.0,28.66
FR02,P001,WO1001,1039.0,51.0,nuit,2013.0,F004,major,55.0,TECH02,valve,880.0,113.54
FR01,P002,WO1003,941.0,49.0,matin,2018.0,F003,major,170.0,TECH02,sensor,2674.0,80.49
FR01,P002,WO1003,1108.0,48.0,apres_midi,2020.0,,minor,176.0,TECH01,sensor,2745.0,50.84
FR01,P002,WO1001,,51.0,nuit,2017.0,F001,,63.0,TECH01,valve,182.0,111.91
FR02,P003,WO1003,1052.0,52.0,,2021.0,F001,critical,146.0,TECH03,valve,2389.0,133.15
FR02,P002,WO1003,1034.0,43.0,matin,2012.0,F003,critical,26.0,TECH02,bearing,1039.0,
,P001,WO1002,1163.0,50.0,matin,2017.0,F002,major,178.0,TECH01,bearing,2353.0,45.24
FR02,,WO1003,1115.0,44.0,matin,2019.0,F003,major,57.0,TECH01,sensor,2746.0,98.53
FR01,P002,WO1002,1108.0,45.0,apres_midi,2019.0,F001,critical,124.0,TECH03,pump,1148.0,106.21
FR01,P001,WO1003,1103.0,45.0,matin,2021.0,F004,minor,41.0,TECH02,pump,260.0,26.81
FR01,P003,WO1002,1009.0,49.0,,2014.0,F002,major,73.0,TECH03,valve,2340.0,62.67
FR01,P002,WO1002,930.0,41.0,apres_midi,2012.0,F003,major,25.0,TECH02,,1956.0,33.56
FR02,P001,WO1002,911.0,43.0,matin,2016.0,F004,minor,127.0,TECH01,pump,1589.0,74.19
FR02,P001,WO1001,1026.0,51.0,nuit,2017.0,F004,critical,48.0,TECH03,pump,12358.636650536504,114.55
FR02,P002,WO1003,1093.0,48.0,apres_midi,2021.0,F001,minor,62.0,TECH02,valve,2620.0,124.69
FR01,P001,WO1003,1039.0,54.0,nuit,2020.0,F001,minor,128.0,TECH01,sensor,1686.0,119.22
FR02,P002,,926.0,46.0,apres_midi,2013.0,F004,minor,81.0,TECH03,pump,2274.0,55.32
FR01,P001,WO1001,945.0,,matin,2012.0,F002,major,32.0,TECH03,sensor,1695.0,39.33
FR02,P003,WO1002,1034.0,45.0,nuit,2018.0,F003,critical,,TECH01,valve,1051.0,133.42
FR01,P001,WO1003,957.0,50.0,matin,2013.0,F002,critical,66.0,TECH02,pump,897.0,116.53
FR01,P001,WO1001,912.0,46.0,apres_midi,2013.0,,major,34.0,TECH02,bearing,645.0,118.19
FR01,P002,WO1001,999.0,48.0,matin,2014.0,F003,minor,24.0,TECH03,bearing,2763.0,55.21
FR02,P001,WO1003,948.0,53.0,matin,2015.0,F003,major,88.0,TECH01,sensor,2955.0,94.38
FR02,P002,WO1002,1190.0,51.0,nuit,2018.0,F003,minor,21.0,TECH02,sensor,1646.0,136.73
FR02,P003,WO1001,993.0,54.0,,2012.0,F002,minor,,TECH02,pump,1622.0,128.44
FR02,P002,WO1003,994.0,43.0,matin,2017.0,F002,minor,57.0,TECH02,sensor,1408.0,54.76
FR01,P002,WO1002,1044.0,48.0,matin,2018.0,F003,minor,113.0,TECH03,pump,2881.0,143.61
FR02,P001,WO1001,971.0,54.0,apres_midi,2014.0,F004,major,58.0,TECH03,sensor,2670.0,69.23
FR02,P003,WO1001,909.0,42.0,nuit,2014.0,F004,minor,39.0,TECH03,sensor,484.0,94.45
FR01,,WO1003,1061.0,53.0,nuit,2013.0,F003,major,167.0,TECH02,valve,1588.0,115.07
FR01,P001,WO1003,1113.0,51.0,,2016.0,F002,minor,48.0,TECH01,sensor,1070.0,52.62
FR01,P001,WO1002,903.0,53.0,nuit,2018.0,F003,major,179.0,TECH01,bearing,2560.0,71.15
FR02,P002,WO1003,1123.0,50.0,apres_midi,2014.0,F001,critical,36.0,TECH01,bearing,2338.0,140.81
FR01,P001,WO1003,928.0,51.0,apres_midi,2018.0,F004,major,135.0,TECH03,valve,2129.0,29.85
,P002,WO1002,1102.0,53.0,matin,2019.0,F004,critical,70.0,,valve,833.0,22.66
FR01,P002,WO1003,976.0,47.0,matin,2014.0,F004,major,155.0,TECH02,valve,2718.0,
FR02,P002,WO1002,958.0,42.0,apres_midi,2012.0,F003,critical,168.0,TECH01,valve,1615.0,133.78
FR01,P003,WO1002,1095.0,42.0,,2014.0,F001,,170.0,TECH02,pump,2750.0,124.06
FR02,P002,WO1002,1006.0,42.0,apres_midi,2017.0,F004,,134.0,TECH01,sensor,754.0,63.36
FR02,P001,WO1003,908.0,48.0,matin,2012.0,F001,critical,110.0,,sensor,2860.0,68.96
FR01,P003,WO1002,919.0,49.0,apres_midi,2020.0,F002,minor,25.0,TECH01,bearing,706.0,136.65
FR01,P001,WO1003,1048.0,53.0,matin,2014.0,F002,critical,155.0,TECH03,bearing,159.0,146.75
FR02,P003,WO1002,916.0,42.0,apres_midi,2014.0,F004,minor,118.0,TECH02,bearing,1394.0,27.98
FR01,P003,,911.0,45.0,apres_midi,2018.0,F002,minor,88.0,TECH02,pump,2849.0,80.87
FR01,P003,WO1002,981.0,50.0,nuit,2018.0,F003,major,52.0,TECH03,sensor,115.0,72.08
FR02,P003,WO1001,966.0,53.0,apres_midi,2017.0,F002,minor,179.0,TECH02,valve,1412.0,
FR02,P001,WO1001,1032.0,43.0,matin,2018.0,F003,critical,74.0,TECH03,pump,1728.0,84.14
FR01,P002,WO1001,952.0,,apres_midi,2016.0,F002,critical,,TECH01,bearing,1123.0,30.22
FR02,P001,WO1002,,54.0,nuit,2019.0,,critical,21.0,TECH03,valve,579.0,41.75
FR01,P002,,1132.0,41.0,apres_midi,2021.0,F002,major,157.0,TECH01,bearing,131.0,59.97
FR01,P001,WO1002,953.0,51.0,apres_midi,2013.0,F001,major,85.0,,,2547.0,122.34
FR01,P003,WO1002,967.0,51.0,apres_midi,2016.0,F003,critical,34.0,TECH01,bearing,1202.0,120.58
,P003,,,42.0,matin,2020.0,F002,minor,135.0,TECH01,sensor,1848.0,120.31
FR01,P002,WO1002,1068.0,44.0,apres_midi,,F002,major,80.0,TECH02,valve,,120.99
FR01,P002,WO1003,1060.0,54.0,apres_midi,2019.0,F001,minor,178.0,TECH02,sensor,1265.0,74.14
FR01,P001,WO1002,914.0,49.0,apres_midi,2014.0,F002,major,176.0,TECH01,sensor,888.0,99.92
FR02,P002,WO1001,1090.0,43.0,nuit,2017.0,F003,major,140.0,TECH03,valve,1339.0,
FR02,P001,,914.0,44.0,matin,2019.0,F001,major,141.0,TECH01,bearing,476.0,49.17
FR02,P002,WO1001,1186.0,52.0,matin,2020.0,F003,major,42.0,TECH02,bearing,1097.0,62.06
FR02,P002,WO1002,909.0,51.0,nuit,2018.0,F004,critical,44.0,TECH03,pump,2986.0,86.73
FR02,P002,WO1003,956.0,50.0,matin,2017.0,F003,major,175.0,TECH01,bearing,1282.0,43.9
FR01,P003,WO1003,1098.0,40.0,nuit,2017.0,F001,major,118.0,TECH02,bearing,121.0,133.68
FR02,P003,WO1003,1060.0,43.0,apres_midi,2017.0,F003,,113.0,TECH03,sensor,124.0,100.77
FR02,P001,WO1002,1162.0,50.0,matin,2021.0,F002,critical,,TECH02,bearing,1681.0,89.81
FR02,P002,WO1003,1152.0,49.0,apres_midi,2020.0,F003,critical,102.0,TECH03,bearing,1165.0,22.09
FR01,P001,WO1001,1018.0,42.0,apres_midi,2014.0,F002,critical,148.0,TECH01,sensor,,93.11
FR02,P002,WO1003,,52.0,matin,2015.0,F001,minor,128.0,TECH03,valve,2692.0,139.05
FR02,P003,WO1002,,54.0,apres_midi,2014.0,F002,critical,127.0,TECH03,pump,2654.0,49.11
FR01,P003,WO1002,971.0,,apres_midi,2020.0,F003,critical,39.0,TECH01,valve,1735.0,48.69
FR02,P002,WO1003,1067.0,41.0,nuit,2016.0,F004,critical,48.0,,valve,12358.636650536504,138.91
FR01,P002,WO1002,1183.0,46.0,matin,2021.0,F002,minor,155.0,TECH01,valve,2073.0,128.25
FR01,P003,WO1003,935.0,49.0,apres_midi,2019.0,F004,critical,81.0,TECH02,valve,2048.0,108.47
FR01,P003,WO1003,1074.0,48.0,nuit,2019.0,F004,minor,161.0,TECH02,valve,914.0,115.32
FR01,P001,WO1001,9430.099895068206,40.0,matin,2020.0,F004,major,150.0,TECH02,sensor,2729.0,27.7
FR01,P003,WO1002,1015.0,51.0,apres_midi,,F004,minor,22.0,TECH01,bearing,566.0,118.97
FR02,P002,WO1001,1119.0,46.0,apres_midi,2018.0,F003,critical,74.0,TECH01,bearing,2645.0,116.8
FR01,P001,WO1002,965.0,50.0,apres_midi,2014.0,F002,minor,168.0,TECH01,pump,252.0,26.5
FR01,P002,WO1003,1164.0,51.0,apres_midi,2016.0,F001,minor,63.0,TECH01,valve,301.0,122.67
FR02,P001,WO1002,1033.0,40.0,apres_midi,2014.0,F001,minor,132.0,TECH02,pump,659.0,103.32
FR01,P002,WO1003,1018.0,44.0,matin,2013.0,F002,minor,174.0,TECH01,sensor,206.0,94.28
FR02,,WO1002,1021.0,40.0,matin,2014.0,F001,minor,111.0,TECH02,sensor,2611.0,86.88
FR02,P002,WO1001,986.0,42.0,nuit,2021.0,F002,minor,175.0,TECH03,valve,2516.0,86.76
FR02,P001,WO1001,1188.0,47.0,nuit,2020.0,F003,minor,24.0,TECH03,pump,2373.0,50.47
FR01,P002,WO1003,1036.0,52.0,nuit,2020.0,F002,minor,58.0,TECH02,valve,1041.0,20.4
FR01,P001,WO1001,952.0,54.0,matin,2019.0,F003,major,29.0,TECH03,valve,2251.0,144.77
FR01,P002,WO1003,1104.0,43.0,matin,2018.0,F002,major,,TECH02,sensor,1945.0,79.98
