maintenance_event_id,timestamp,machine_id,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost
,2026-01-08 11:50:00,M03,87.0,20.0,5.0,preventive,none,F001,major,45.0,58.0,TECH02,valve,814.0
MEV2087,2026-01-08 11:55:00,M03,72.0,18.0,10.0,corrective,hydraulic,F004,major,103.0,56.0,TECH03,bearing,356.0
MEV2088,2026-01-08 12:00:00,M01,115.0,15.0,8.0,preventive,,F004,minor,59.0,90.0,TECH03,pump,
MEV2089,2026-01-08 12:05:00,M04,21.0,22.0,12.0,preventive,hydraulic,F003,major,111.0,95.0,TECH03,sensor,322.0
MEV2090,2026-01-08 12:10:00,M03,79.0,20.0,12.0,preventive,none,F003,critical,161.0,135.0,TECH03,bearing,294.0
MEV2091,2026-01-08 12:15:00,M02,10.0,1.0,12.0,corrective,hydraulic,F003,critical,140.0,25.0,TECH02,pump,665.0
MEV2092,2026-01-08 12:20:00,M02,77.0,24.0,9.0,preventive,none,F002,critical,131.0,138.0,TECH02,valve,726.0
MEV2093,2026-01-08 12:25:00,M01,28.0,8.0,5.0,preventive,hydraulic,F002,major,52.0,46.0,TECH03,valve,537.0
MEV2094,2026-01-08 12:30:00,M03,33.0,27.0,3.0,preventive,none,F002,minor,44.0,145.0,TECH01,,363.0
MEV2095,2026-01-08 12:35:00,M04,115.0,20.0,13.0,corrective,electrical,F003,major,100.0,131.0,TECH03,bearing,
,2026-01-08 12:40:00,M01,105.0,9.0,,corrective,hydraulic,F002,major,71.0,1065.3580960386676,TECH02,pump,658.0
MEV2097,2026-01-08 12:45:00,M03,29.0,27.0,9.0,preventive,electrical,F003,critical,79.0,120.0,TECH02,bearing,2607.0
MEV2098,2026-01-08 12:50:00,M03,40.0,24.0,5.0,preventive,electrical,,minor,98.0,194.0,TECH02,valve,1361.0
MEV2099,2026-01-08 12:55:00,M02,102.0,12.0,0.0,corrective,electrical,F003,critical,,169.0,TECH01,sensor,1378.0
MEV2100,2026-01-08 13:00:00,M01,47.0,14.0,9.0,corrective,none,F001,critical,54.0,223.0,TECH01,bearing,345.0
MEV2101,2026-01-08 13:05:00,,90.0,6.0,4.0,preventive,mechanical,F004,major,151.0,60.0,TECH01,bearing,2222.0
MEV2102,2026-01-08 13:10:00,M02,63.0,15.0,8.0,preventive,electrical,F004,critical,46.0,67.0,TECH03,valve,462.0
MEV2103,2026-01-08 13:15:00,M02,58.0,23.0,11.0,preventive,mechanical,F001,critical,59.0,111.0,TECH03,sensor,1362.0
MEV2104,2026-01-08 13:20:00,M04,52.0,26.0,5.0,preventive,mechanical,F002,major,52.0,237.0,TECH01,valve,
MEV2105,2026-01-08 13:25:00,M03,105.0,24.0,11.0,preventive,hydraulic,F004,critical,147.0,149.0,TECH01,bearing,1213.0
MEV2106,2026-01-08 13:30:00,M01,59.0,24.0,12.0,preventive,hydraulic,F001,minor,117.0,190.0,TECH03,,2216.0
,2026-01-08 13:35:00,M02,98.0,6.0,13.0,corrective,hydraulic,F002,major,62.0,67.0,TECH02,bearing,1284.0
MEV2108,2026-01-08 13:40:00,M03,43.0,26.0,13.0,preventive,none,F003,major,85.0,109.0,TECH03,valve,2232.0
MEV2109,2026-01-08 13:45:00,,,17.0,5.0,preventive,,F004,major,80.0,113.0,TECH01,bearing,2278.0
MEV2110,,M03,16.0,5.0,3.0,corrective,hydraulic,F003,minor,57.0,23.0,TECH01,bearing,2802.0
MEV2111,2026-01-08 13:55:00,M04,92.0,0.0,6.0,preventive,mechanical,F003,major,,173.0,TECH01,sensor,649.0
MEV2112,2026-01-08 14:00:00,,65.0,29.0,12.0,,hydraulic,,major,92.0,118.0,TECH01,valve,
MEV2113,2026-01-08 14:05:00,M02,111.0,8.0,5.0,preventive,electrical,F004,major,68.0,63.0,TECH02,pump,902.0
MEV2114,2026-01-08 14:10:00,M04,31.0,15.0,6.0,preventive,electrical,F001,critical,174.0,0.0,TECH02,valve,2045.0
,2026-01-08 14:15:00,M03,103.0,27.0,0.0,corrective,hydraulic,F003,critical,164.0,125.0,TECH03,bearing,2446.0
MEV2116,2026-01-08 14:20:00,M02,80.0,5.0,3.0,preventive,hydraulic,F004,critical,29.0,18.0,TECH01,pump,2287.0
MEV2117,2026-01-08 14:25:00,M03,18.0,4.0,10.0,corrective,hydraulic,F002,critical,75.0,27.0,TECH01,sensor,1082.0
MEV2118,2026-01-08 14:30:00,M01,103.0,17.0,11.0,preventive,none,F003,critical,66.0,113.0,TECH01,sensor,845.0
MEV2119,2026-01-08 14:35:00,M04,97.0,2.0,10.0,preventive,hydraulic,F004,minor,156.0,200.0,,valve,2577.0
MEV2120,2026-01-08 14:40:00,,77.0,29.0,5.0,preventive,hydraulic,F001,critical,103.0,222.0,TECH03,pump,241.0
MEV2121,2026-01-08 14:45:00,M03,57.0,5.0,9.0,corrective,mechanical,F003,critical,26.0,28.0,TECH02,pump,722.0
MEV2122,2026-01-08 14:50:00,M04,113.0,19.0,14.0,preventive,hydraulic,F004,critical,167.0,16.0,TECH02,valve,2602.0
MEV2123,2026-01-08 14:55:00,M03,65.0,15.0,8.0,preventive,mechanical,F003,critical,88.0,130.0,TECH02,sensor,2663.0
MEV2124,,M01,27.0,15.0,14.0,,hydraulic,F003,critical,108.0,112.0,TECH02,pump,2207.0
MEV2125,2026-01-08 15:05:00,M04,17.0,3.0,,preventive,electrical,F004,minor,98.0,83.0,TECH01,sensor,190.0
MEV2126,2026-01-08 15:10:00,M01,100.0,14.0,9.0,preventive,electrical,F003,critical,153.0,123.0,TECH01,valve,844.0
MEV2127,2026-01-08 15:15:00,M02,118.0,27.0,9.0,preventive,none,F002,critical,168.0,62.0,TECH01,sensor,115.0
MEV2128,2026-01-08 15:20:00,M03,24.0,20.0,4.0,preventive,hydraulic,F002,critical,34.0,,TECH03,sensor,
MEV2129,2026-01-08 15:25:00,M03,86.0,6.0,8.0,corrective,none,F001,critical,179.0,48.0,TECH03,valve,2201.0
MEV2130,2026-01-08 15:30:00,M02,76.0,3.0,12.0,preventive,hydraulic,F004,minor,115.0,197.0,TECH03,pump,
MEV2131,2026-01-08 15:35:00,M03,8.0,10.0,7.0,preventive,none,F002,major,145.0,67.0,TECH03,valve,229.0
MEV2132,2026-01-08 15:40:00,,27.0,18.0,0.0,preventive,electrical,F004,minor,150.0,33.0,TECH01,sensor,994.0
MEV2133,2026-01-08 15:45:00,M03,77.0,23.0,8.0,preventive,electrical,F003,critical,101.0,152.0,TECH03,sensor,2581.0
MEV2134,2026-01-08 15:50:00,M03,43.0,29.0,11.0,preventive,none,F001,major,63.0,68.0,TECH03,bearing,858.0
MEV2135,2026-01-08 15:55:00,M04,78.0,25.0,9.0,preventive,electrical,F001,major,47.0,81.0,TECH02,pump,2278.0
MEV2136,2026-01-08 16:00:00,M03,84.0,11.0,5.0,preventive,hydraulic,F004,critical,151.0,51.0,TECH03,,1584.0
MEV2137,2026-01-08 16:05:00,M01,50.0,27.0,11.0,preventive,electrical,F002,major,94.0,149.0,TECH02,valve,341.0
MEV2138,2026-01-08 16:10:00,,,7.0,14.0,preventive,none,F003,critical,53.0,154.0,TECH02,pump,2637.0
MEV2139,2026-01-08 16:15:00,M02,,0.0,9.0,,mechanical,F001,critical,107.0,77.0,TECH02,valve,785.0
MEV2140,,M02,,29.0,11.0,preventive,electrical,F002,major,124.0,11.0,,bearing,935.0
MEV2141,2026-01-08 16:25:00,M01,46.0,12.0,7.0,preventive,electrical,F004,minor,54.0,94.0,TECH02,bearing,1083.0
MEV2142,2026-01-08 16:30:00,M01,22.0,,13.0,,mechanical,F003,minor,80.0,53.0,TECH03,valve,1413.0
MEV2143,2026-01-08 16:35:00,M03,104.0,29.0,8.0,corrective,none,F001,critical,38.0,168.0,TECH01,bearing,1894.0
MEV2144,2026-01-08 16:40:00,M04,74.0,27.0,0.0,preventive,none,F004,critical,133.0,146.0,TECH03,bearing,667.0
MEV2145,2026-01-08 16:45:00,M03,38.0,8.0,,preventive,mechanical,F001,critical,130.0,66.0,TECH01,pump,450.0
MEV2146,2026-01-08 16:50:00,M02,92.0,9.0,13.0,corrective,electrical,F002,major,139.0,152.0,TECH02,bearing,7834.856088560886
MEV2147,2026-01-08 16:55:00,,92.0,14.0,4.0,,none,F004,minor,168.0,,TECH03,,2403.0
MEV2148,2026-01-08 17:00:00,M01,39.0,15.0,9.0,corrective,hydraulic,F002,minor,177.0,172.0,TECH03,sensor,1272.0
,2026-01-08 17:05:00,M04,115.0,1.0,2.0,preventive,electrical,,major,146.0,36.0,TECH02,valve,1535.0
MEV2150,2026-01-08 17:10:00,M01,55.0,2.0,4.0,preventive,none,F001,critical,94.0,135.0,TECH02,sensor,642.0
MEV2151,2026-01-08 17:15:00,M03,102.0,16.0,49.32201613748297,preventive,mechanical,F003,,111.0,7.0,,bearing,
MEV2152,2026-01-08 17:20:00,M01,55.0,15.0,12.0,preventive,electrical,F004,critical,57.0,18.0,TECH01,valve,1991.0
MEV2153,2026-01-08 17:25:00,M02,90.0,27.0,9.0,corrective,hydraulic,F003,minor,92.0,107.0,TECH02,valve,884.0
MEV2154,2026-01-08 17:30:00,,54.0,13.0,4.0,corrective,electrical,,major,91.0,199.0,TECH01,valve,1052.0
,2026-01-08 17:35:00,M04,46.0,,11.0,preventive,mechanical,F001,major,47.0,155.0,TECH01,sensor,1760.0
MEV2156,2026-01-08 17:40:00,M01,,,13.0,preventive,hydraulic,F001,critical,21.0,140.0,TECH01,bearing,1756.0
MEV2157,2026-01-08 17:45:00,M03,25.0,15.0,3.0,corrective,hydraulic,F001,major,52.0,1065.3580960386676,TECH01,valve,1752.0
MEV2158,2026-01-08 17:50:00,M01,81.0,3.0,8.0,preventive,electrical,F003,major,34.0,209.0,TECH01,valve,
MEV2159,2026-01-08 17:55:00,M02,53.0,9.0,14.0,preventive,mechanical,F001,minor,176.0,,TECH02,pump,302.0
MEV2160,2026-01-08 18:00:00,M04,,3.0,0.0,preventive,hydraulic,F003,minor,68.0,69.0,TECH03,pump,548.0
MEV2161,2026-01-08 18:05:00,,75.0,10.0,5.0,corrective,,F002,critical,31.0,95.0,TECH02,valve,2121.0
MEV2162,2026-01-08 18:10:00,M02,,5.0,13.0,corrective,electrical,F004,critical,,121.0,TECH02,bearing,
MEV2163,2026-01-08 18:15:00,M04,73.0,,49.32201613748297,preventive,hydraulic,F001,major,55.0,163.0,TECH02,sensor,2010.0
MEV2164,2026-01-08 18:20:00,M04,52.0,24.0,12.0,preventive,hydraulic,F001,critical,21.0,80.0,TECH02,valve,1092.0
MEV2165,2026-01-08 18:25:00,M03,70.0,2.0,3.0,,mechanical,F004,minor,26.0,64.0,TECH02,valve,1739.0
MEV2166,2026-01-08 18:30:00,M02,13.0,2.0,6.0,preventive,hydraulic,F003,major,141.0,182.0,TECH01,sensor,539.0
MEV2167,2026-01-08 18:35:00,M03,45.0,0.0,12.0,preventive,mechanical,F003,major,158.0,183.0,,bearing,
,2026-01-08 18:40:00,M04,33.0,24.0,9.0,preventive,none,F003,minor,34.0,13.0,TECH01,sensor,893.0
MEV2169,2026-01-08 18:45:00,M01,83.0,28.0,14.0,preventive,none,F003,minor,114.0,26.0,TECH02,valve,1427.0
MEV2170,2026-01-08 18:50:00,M01,85.0,29.0,4.0,preventive,,F003,minor,,190.0,TECH02,sensor,1539.0
MEV2171,2026-01-08 18:55:00,M01,,5.0,13.0,preventive,hydraulic,F004,major,160.0,15.0,TECH01,bearing,1709.0
MEV2172,2026-01-08 19:00:00,M03,1.0,4.0,12.0,corrective,,F004,major,43.0,154.0,TECH02,sensor,215.0
MEV2173,2026-01-08 19:05:00,M01,28.0,25.0,,preventive,mechanical,F002,major,177.0,142.0,TECH03,bearing,1967.0
MEV2174,2026-01-08 19:10:00,M02,13.0,4.0,8.0,preventive,electrical,F004,major,139.0,221.0,TECH03,bearing,1051.0
MEV2175,,M03,2.0,16.0,10.0,,electrical,F004,minor,74.0,74.0,TECH01,bearing,2171.0
MEV2176,,M03,15.0,26.0,2.0,,mechanical,F004,major,41.0,204.0,TECH02,valve,1456.0
MEV2177,2026-01-08 19:25:00,M03,104.0,12.0,13.0,corrective,mechanical,F004,minor,38.0,65.0,TECH02,,2581.0
MEV2178,2026-01-08 19:30:00,M04,52.0,4.0,12.0,corrective,,F002,major,169.0,197.0,TECH02,valve,539.0
MEV2179,,M02,79.0,26.0,2.0,preventive,hydraulic,F001,minor,598.0422047244094,38.0,TECH03,bearing,1333.0
MEV2180,2026-01-08 19:40:00,M01,7.0,11.0,3.0,corrective,electrical,F003,minor,29.0,91.0,TECH03,sensor,436.0
MEV2181,2026-01-08 19:45:00,M01,8.0,8.0,12.0,corrective,none,F004,minor,598.0422047244094,230.0,TECH02,sensor,1400.0
MEV2182,2026-01-08 19:50:00,M02,40.0,16.0,10.0,,hydraulic,F001,minor,47.0,37.0,TECH03,pump,1629.0
MEV2183,2026-01-08 19:55:00,M01,10.0,14.0,6.0,preventive,mechanical,F001,critical,53.0,66.0,TECH02,valve,
,2026-01-08 20:00:00,M01,4.0,0.0,0.0,preventive,none,F004,minor,62.0,185.0,TECH03,bearing,506.0
MEV2185,2026-01-08 20:05:00,M04,79.0,18.0,3.0,preventive,hydraulic,F001,minor,75.0,36.0,TECH01,sensor,2482.0
MEV2186,2026-01-08 20:10:00,M04,117.0,23.0,9.0,corrective,electrical,F001,major,174.0,23.0,TECH03,pump,772.0
MEV2187,2026-01-08 20:15:00,M01,29.0,24.0,,preventive,electrical,F004,major,98.0,119.0,TECH03,pump,2127.0
MEV2188,2026-01-08 20:20:00,M04,118.0,5.0,49.32201613748297,corrective,electrical,F002,major,45.0,202.0,TECH01,sensor,737.0
MEV2189,2026-01-08 20:25:00,M01,102.0,8.0,8.0,corrective,none,F003,minor,151.0,169.0,TECH01,bearing,2724.0
MEV2190,2026-01-08 20:30:00,M02,33.0,3.0,10.0,preventive,,F003,minor,,8.0,TECH01,bearing,2925.0
MEV2191,2026-01-08 20:35:00,M04,88.0,3.0,1.0,preventive,none,F002,,43.0,239.0,TECH01,valve,1329.0
MEV2192,2026-01-08 20:40:00,M01,69.0,19.0,13.0,preventive,mechanical,F004,,140.0,39.0,TECH03,valve,2806.0
MEV2193,2026-01-08 20:45:00,M01,15.0,1.0,6.0,corrective,electrical,F003,critical,36.0,88.0,TECH02,valve,392.0
MEV2194,2026-01-08 20:50:00,M04,100.0,21.0,5.0,preventive,,F002,,144.0,103.0,TECH03,sensor,1391.0
MEV2195,2026-01-08 20:55:00,M03,6.0,16.0,7.0,preventive,mechanical,F001,major,76.0,227.0,TECH01,bearing,1902.0
MEV2196,2026-01-08 21:00:00,M04,113.0,15.0,5.0,preventive,none,F003,critical,139.0,72.0,TECH02,bearing,862.0
MEV2197,,M02,99.0,14.0,3.0,preventive,hydraulic,F001,minor,63.0,93.0,TECH02,bearing,
MEV2198,2026-01-08 21:10:00,M02,51.0,18.0,3.0,corrective,electrical,F002,major,77.0,115.0,TECH03,pump,2308.0
,2026-01-08 21:15:00,M03,,7.0,7.0,preventive,hydraulic,F002,minor,140.0,102.0,TECH01,valve,1646.0
MEV2200,2026-01-08 21:20:00,M03,85.0,9.0,,preventive,mechanical,F004,major,156.0,222.0,TECH01,pump,2436.0
MEV2201,2026-01-08 21:25:00,M04,70.0,23.0,14.0,corrective,electrical,F001,major,49.0,1065.3580960386676,TECH02,sensor,1511.0
MEV2202,2026-01-08 21:30:00,M02,62.0,21.0,8.0,,none,F004,critical,170.0,6.0,TECH02,sensor,478.0
MEV2203,2026-01-08 21:35:00,M03,97.0,17.0,14.0,preventive,none,F004,major,,168.0,TECH02,pump,809.0
MEV2204,2026-01-08 21:40:00,M02,90.0,5.0,2.0,preventive,none,F004,minor,163.0,119.0,TECH03,pump,2006.0
MEV2205,2026-01-08 21:45:00,M01,8.0,8.0,9.0,preventive,electrical,F002,minor,79.0,195.0,TECH02,valve,922.0
MEV2206,2026-01-08 21:50:00,M04,8.0,9.0,9.0,preventive,,F002,,28.0,57.0,TECH02,pump,912.0
MEV2207,2026-01-08 21:55:00,M02,17.0,29.0,14.0,preventive,mechanical,F001,critical,58.0,180.0,TECH03,bearing,1384.0
MEV2208,2026-01-08 22:00:00,,53.0,0.0,3.0,preventive,mechanical,F002,minor,82.0,72.0,TECH02,bearing,1084.0
,2026-01-08 22:05:00,M02,2.0,2.0,5.0,preventive,electrical,F001,critical,52.0,181.0,TECH02,bearing,2823.0
MEV2210,2026-01-08 22:10:00,M02,,0.0,11.0,preventive,hydraulic,F004,minor,40.0,100.0,TECH01,valve,2869.0
MEV2211,2026-01-08 22:15:00,M04,52.0,23.0,7.0,preventive,mechanical,F001,critical,80.0,63.0,TECH01,pump,1943.0
MEV2212,2026-01-08 22:20:00,M01,8.0,9.0,1.0,preventive,electrical,F001,major,100.0,143.0,TECH03,valve,2346.0
,2026-01-08 22:25:00,M03,41.0,29.0,8.0,preventive,none,F004,major,173.0,114.0,TECH02,valve,107.0
MEV2214,2026-01-08 22:30:00,,108.0,15.0,9.0,preventive,none,F002,critical,,86.0,TECH03,sensor,2539.0
MEV2215,2026-01-08 22:35:00,M01,56.0,24.0,11.0,,mechanical,F004,minor,35.0,45.0,TECH01,bearing,717.0
MEV2216,2026-01-08 22:40:00,M04,25.0,15.0,12.0,corrective,hydraulic,F001,major,117.0,32.0,TECH03,sensor,591.0
MEV2217,2026-01-08 22:45:00,M01,46.0,23.0,6.0,preventive,electrical,F003,minor,33.0,90.0,TECH01,bearing,2654.0
MEV2218,2026-01-08 22:50:00,M01,44.0,14.0,5.0,preventive,electrical,F002,critical,177.0,81.0,,bearing,2964.0
MEV2219,2026-01-08 22:55:00,M02,3.0,19.0,13.0,corrective,none,F002,minor,32.0,145.0,TECH02,sensor,2354.0
MEV2220,2026-01-08 23:00:00,M02,1.0,9.0,13.0,corrective,electrical,,minor,92.0,71.0,TECH02,sensor,692.0
MEV2221,2026-01-08 23:05:00,M02,20.0,3.0,4.0,preventive,mechanical,F002,major,28.0,1065.3580960386676,TECH01,sensor,
MEV2222,2026-01-08 23:10:00,M03,104.0,6.0,13.0,,none,F002,minor,99.0,36.0,TECH01,bearing,2594.0
MEV2223,2026-01-08 23:15:00,,22.0,22.0,0.0,preventive,hydraulic,F003,major,144.0,127.0,TECH03,,2612.0
MEV2224,2026-01-08 23:20:00,M01,20.0,26.0,12.0,preventive,hydraulic,F004,critical,152.0,189.0,TECH03,valve,2764.0
MEV2225,2026-01-08 23:25:00,,36.0,16.0,5.0,preventive,electrical,F003,major,62.0,48.0,,sensor,139.0
MEV2226,2026-01-08 23:30:00,M02,106.0,18.0,7.0,corrective,mechanical,F002,critical,41.0,98.0,TECH02,sensor,2324.0
MEV2227,2026-01-08 23:35:00,M03,18.0,17.0,5.0,preventive,,F001,critical,48.0,163.0,TECH02,pump,1168.0
MEV2228,2026-01-08 23:40:00,M01,91.0,6.0,6.0,preventive,none,F004,major,169.0,,TECH03,pump,2384.0
MEV2229,2026-01-08 23:45:00,,5.0,12.0,4.0,preventive,none,F004,major,122.0,133.0,TECH03,bearing,904.0
MEV2230,2026-01-08 23:50:00,M04,28.0,5.0,1.0,preventive,hydraulic,F002,minor,87.0,191.0,TECH02,sensor,2049.0
MEV2231,2026-01-08 23:55:00,M04,93.0,16.0,5.0,preventive,hydraulic,F002,critical,30.0,183.0,TECH03,valve,1926.0
MEV2232,2026-01-09 00:00:00,,,9.0,9.0,preventive,none,F003,critical,115.0,,TECH03,bearing,1589.0
MEV2233,2026-01-09 00:05:00,M02,32.0,9.0,,corrective,none,F001,critical,105.0,133.0,TECH02,,2406.0
MEV2234,2026-01-09 00:10:00,M04,99.0,29.0,49.32201613748297,corrective,hydraulic,F001,minor,154.0,162.0,TECH02,bearing,578.0
MEV2235,2026-01-09 00:15:00,M04,5.0,3.0,,preventive,hydraulic,F004,critical,162.0,145.0,TECH02,valve,2002.0
MEV2236,2026-01-09 00:20:00,M04,85.0,28.0,8.0,preventive,electrical,F001,critical,78.0,65.0,TECH01,sensor,2242.0
MEV2237,2026-01-09 00:25:00,M01,109.0,0.0,0.0,corrective,electrical,F002,major,142.0,78.0,TECH01,sensor,1983.0
MEV2238,2026-01-09 00:30:00,M04,76.0,29.0,12.0,preventive,hydraulic,F001,critical,138.0,74.0,TECH01,pump,1810.0
MEV2239,2026-01-09 00:35:00,,93.0,0.0,11.0,preventive,,F001,major,51.0,183.0,TECH02,pump,884.0
MEV2240,2026-01-09 00:40:00,M03,103.0,15.0,0.0,preventive,mechanical,F001,major,53.0,59.0,,valve,1715.0
MEV2241,2026-01-09 00:45:00,M02,60.0,0.0,4.0,preventive,hydraulic,F002,critical,,236.0,TECH02,bearing,2616.0
MEV2242,2026-01-09 00:50:00,M04,79.0,25.0,,corrective,electrical,F003,minor,81.0,180.0,TECH03,sensor,872.0
MEV2243,2026-01-09 00:55:00,M04,4.0,16.0,13.0,preventive,none,F003,critical,78.0,145.0,TECH03,pump,1628.0
,2026-01-09 01:00:00,M04,15.0,12.0,4.0,preventive,electrical,,minor,124.0,219.0,TECH03,sensor,1605.0
MEV2245,2026-01-09 01:05:00,M01,77.0,4.0,12.0,preventive,electrical,F002,minor,169.0,13.0,TECH02,pump,1985.0
,2026-01-09 01:10:00,M04,39.0,3.0,9.0,preventive,mechanical,F002,minor,132.0,102.0,TECH03,pump,2973.0
MEV2247,2026-01-09 01:15:00,M04,72.0,9.0,13.0,preventive,none,,major,37.0,196.0,TECH03,pump,1882.0
MEV2248,2026-01-09 01:20:00,M04,,1.0,3.0,corrective,none,F002,major,128.0,98.0,TECH03,valve,1373.0
MEV2249,2026-01-09 01:25:00,,66.0,5.0,1.0,corrective,mechanical,F003,critical,91.0,173.0,TECH03,valve,1245.0
MEV2250,2026-01-09 01:30:00,M01,92.0,16.0,8.0,preventive,none,F004,critical,93.0,9.0,TECH02,valve,2598.0
MEV2251,2026-01-09 01:35:00,M01,76.0,5.0,4.0,preventive,none,F003,minor,96.0,,TECH01,sensor,7834.856088560886
MEV2252,2026-01-09 01:40:00,M03,64.0,7.0,9.0,preventive,hydraulic,F004,major,90.0,141.0,TECH01,valve,1351.0
MEV2253,2026-01-09 01:45:00,M03,96.0,26.0,13.0,preventive,none,F001,major,95.0,,TECH03,valve,1172.0
MEV2254,2026-01-09 01:50:00,M02,92.0,4.0,8.0,,mechanical,F004,major,95.0,58.0,TECH03,bearing,2537.0
MEV2255,2026-01-09 01:55:00,M03,76.0,8.0,,preventive,electrical,F002,critical,136.0,164.0,TECH01,pump,978.0
MEV2256,2026-01-09 02:00:00,M01,12.0,11.0,3.0,preventive,electrical,F003,critical,54.0,156.0,TECH01,bearing,481.0
MEV2257,2026-01-09 02:05:00,M02,28.0,29.0,1.0,preventive,hydraulic,F002,minor,140.0,91.0,TECH02,sensor,214.0
MEV2258,2026-01-09 02:10:00,M01,58.0,25.0,6.0,preventive,mechanical,F003,critical,,106.0,TECH03,bearing,2746.0
MEV2259,2026-01-09 02:15:00,M03,28.0,15.0,11.0,preventive,mechanical,F003,major,68.0,105.0,TECH02,pump,1879.0
MEV2260,2026-01-09 02:20:00,M01,44.0,11.0,6.0,preventive,mechanical,F003,major,157.0,179.0,TECH02,sensor,1131.0
MEV2261,2026-01-09 02:25:00,M01,80.0,24.0,8.0,preventive,electrical,,major,38.0,231.0,TECH03,valve,1541.0
MEV2262,2026-01-09 02:30:00,M04,61.0,24.0,11.0,corrective,none,F004,critical,170.0,17.0,TECH01,bearing,1574.0
MEV2263,2026-01-09 02:35:00,M02,36.0,16.0,9.0,corrective,electrical,F003,critical,41.0,102.0,TECH01,pump,2375.0
MEV2264,2026-01-09 02:40:00,M01,1.0,26.0,3.0,preventive,hydraulic,F004,major,43.0,228.0,TECH03,pump,1810.0
MEV2265,2026-01-09 02:45:00,M03,99.0,27.0,7.0,preventive,electrical,F004,minor,25.0,40.0,TECH01,valve,2480.0
MEV2266,2026-01-09 02:50:00,M01,67.0,6.0,11.0,preventive,electrical,F004,major,64.0,209.0,TECH02,pump,2163.0
MEV2267,2026-01-09 02:55:00,M01,13.0,5.0,0.0,preventive,mechanical,F004,,,232.0,TECH03,sensor,1108.0
MEV2268,2026-01-09 03:00:00,M01,63.0,2.0,12.0,preventive,,F004,,77.0,,TECH03,pump,2178.0
MEV2269,2026-01-09 03:05:00,M04,58.0,18.0,8.0,preventive,none,F001,minor,85.0,91.0,TECH01,valve,484.0
MEV2270,2026-01-09 03:10:00,M04,100.0,15.0,11.0,preventive,hydraulic,F001,critical,,92.0,TECH03,bearing,775.0
MEV2271,2026-01-09 03:15:00,M04,112.0,18.0,14.0,preventive,hydraulic,F002,minor,177.0,61.0,TECH02,sensor,2285.0
MEV2272,2026-01-09 03:20:00,M03,48.0,15.0,49.32201613748297,corrective,electrical,F004,minor,53.0,127.0,TECH03,valve,2787.0
MEV2273,2026-01-09 03:25:00,M02,77.0,23.0,7.0,preventive,hydraulic,F002,critical,69.0,111.0,,pump,2185.0
MEV2274,2026-01-09 03:30:00,,52.0,,14.0,preventive,mechanical,F001,minor,174.0,127.0,TECH03,pump,2477.0
MEV2275,2026-01-09 03:35:00,M02,99.0,15.0,9.0,preventive,mechanical,F003,critical,,174.0,TECH01,bearing,
MEV2276,2026-01-09 03:40:00,M02,36.0,16.0,5.0,preventive,electrical,F001,minor,50.0,,TECH01,sensor,2888.0
MEV2277,2026-01-09 03:45:00,M03,64.0,3.0,13.0,preventive,hydraulic,F002,critical,158.0,196.0,TECH02,valve,
MEV2278,2026-01-09 03:50:00,M03,22.0,21.0,0.0,preventive,mechanical,F001,critical,83.0,144.0,TECH02,sensor,7834.856088560886
MEV2279,2026-01-09 03:55:00,M01,28.0,17.0,3.0,corrective,mechanical,F001,minor,111.0,4.0,TECH03,valve,
MEV2280,2026-01-09 04:00:00,M01,69.0,6.0,10.0,preventive,electrical,F004,,93.0,14.0,TECH03,pump,235.0
MEV2281,2026-01-09 04:05:00,M01,2.0,1.0,6.0,preventive,,F001,,167.0,43.0,TECH01,bearing,2215.0
MEV2282,2026-01-09 04:10:00,M02,54.0,9.0,10.0,preventive,electrical,F001,major,152.0,228.0,TECH03,pump,2214.0
MEV2283,2026-01-09 04:15:00,M03,9.0,4.0,2.0,preventive,,F002,minor,168.0,6.0,TECH03,valve,2242.0
MEV2284,2026-01-09 04:20:00,M04,101.0,28.0,3.0,corrective,hydraulic,F003,critical,598.0422047244094,112.0,TECH02,sensor,1351.0
MEV2285,2026-01-09 04:25:00,,56.0,8.0,3.0,preventive,none,F004,minor,109.0,1065.3580960386676,TECH03,valve,1186.0
MEV2286,2026-01-09 04:30:00,M01,95.0,3.0,3.0,corrective,,F003,minor,79.0,172.0,,sensor,1069.0
,2026-01-09 04:35:00,M01,99.0,,10.0,corrective,mechanical,F004,major,65.0,212.0,TECH02,bearing,1522.0
MEV2288,,M01,,26.0,10.0,preventive,hydraulic,F004,major,598.0422047244094,229.0,TECH02,sensor,794.0
MEV2289,2026-01-09 04:45:00,M03,,29.0,6.0,corrective,hydraulic,F002,,73.0,145.0,TECH03,pump,776.0
MEV2290,2026-01-09 04:50:00,M04,34.0,7.0,13.0,preventive,mechanical,F003,minor,70.0,,TECH01,valve,332.0
MEV2291,2026-01-09 04:55:00,M03,108.0,9.0,7.0,,mechanical,F001,minor,141.0,74.0,TECH01,pump,2634.0
MEV2292,2026-01-09 05:00:00,M01,97.0,7.0,,preventive,hydraulic,F001,minor,91.0,132.0,TECH03,bearing,1115.0
MEV2293,2026-01-09 05:05:00,M04,99.0,5.0,5.0,preventive,hydraulic,F003,minor,126.0,194.0,TECH02,pump,342.0
