timestamp,plant_id,old_production_line_id,product_id,batch_id,work_order_id,actual_production_qty,good_qty,scrap_qty,production_speed,machine_status,downtime_minutes,setup_time_minutes,operator_id,inspection_id,dimension_measurement,tolerance_min,tolerance_max,defect_type,defect_category,defect_severity,is_conforming,scrap_flag,rework_required,quality_score,vision_defect_detected,operator_validation,old_plant_id,old_product_id,old_machine_id,machine_id,machine_name,machine_type,factory_id,factory_name,country,production_line_id,production_line_name,product_family,manufacturer,criticality_level,machine_generation,site_maturity_level,equipment_level,sensor_reliability,data_quality_level,maintenance_strategy,machine_availability_profile,oee_profile,unplanned_downtime_profile,quality_drift_profile,energy_efficiency_profile,systems_maturity,part_name
2026-01-01 21:30:00,FR01,L03,P001,BATCH003,WO1001,853.0,836.0,17.0,16.23,stopped,7.0,34.0,OP03,INS0185,9.911,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True,FR01,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 21:35:00,FR01,L03,P002,BATCH001,WO1003,960.0,913.0,47.0,23.81,running,48.0,30.0,OP03,INS0185,9.807,9.5,10.5,no_defect,none,minor,True,False,False,655.4693446088795,False,True,FR01,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 21:40:00,FR01,L02,P004,BATCH003,WO1003,1100.0,1053.0,47.0,25.29,running,12.0,25.0,OP01,INS0188,9.672,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 21:45:00,FR01,L03,P004,BATCH003,WO1001,982.0,941.0,41.0,19.12,running,10.0,41.0,OP01,INS0189,9.735666666666669,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR02,P003,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 21:50:00,FR01,L03,P003,BATCH003,WO1002,1001.5,909.0,40.0,19.45,running,19.0,35.0,OP03,INS0190,9.799333333333331,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,False,FR02,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 21:55:00,FR01,L01,P002,BATCH002,WO1003,1021.0,1011.0,10.0,19.73,running,17.0,21.0,OP01,INS0191,9.863,9.5,10.5,no_defect,none,minor,True,False,False,98.0,False,True,FR01,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 22:00:00,FR01,L03,P004,BATCH003,WO1003,1136.0,1112.0,24.0,22.19,running,36.0,29.5,OP01,INS0192,10.407,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,False,FR01,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 22:05:00,FR01,L01,P001,BATCH003,WO1001,1080.0,943.0,25.0,23.75,running,5.0,38.0,OP01,INS0192,9.926,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,False,FR02,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 22:10:00,FR01,L02,P002,BATCH001,WO1002,1024.0,989.0,35.0,19.18,running,19.0,28.0,OP01,INS0194,10.147,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR02,P002,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 22:15:00,FR01,L03,P001,BATCH002,WO1002,879.0,838.0,41.0,20.25,running,31.0,37.0,OP01,INS0195,10.013,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR02,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 22:20:00,FR01,L01,P002,BATCH001,WO1001,904.0,870.0,34.0,18.72,running,45.0,8.0,OP01,INS0196,9.661,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True,FR01,P002,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 22:25:00,FR01,L03,P003,BATCH002,WO1003,1045.0,1008.0,37.0,21.04,running,43.0,13.0,OP01,INS0196,9.539,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True,FR02,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 22:30:00,FR01,L01,P004,BATCH001,WO1001,890.0,888.0,2.0,20.93,running,28.0,26.0,OP01,INS0198,10.122,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True,FR02,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 22:35:00,FR01,L03,P004,BATCH001,WO1001,1022.0,982.0,40.0,18.7,running,3.0,39.0,OP03,INS0199,10.426,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True,FR01,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 22:40:00,FR01,L02,P004,BATCH001,WO1001,1068.0,1034.0,34.0,22.57,stopped,6.0,42.0,OP02,INS0200,10.079,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 22:45:00,FR01,L02,P001,BATCH003,WO1003,1057.0,1008.0,49.0,25.87,running,42.0,24.5,OP01,INS0201,10.156,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 22:50:00,FR01,L01,P004,BATCH002,WO1003,1007.0,968.0,39.0,18.63,running,19.0,7.0,OP03,INS0202,9.774,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True,FR02,P003,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 22:55:00,FR01,L01,P002,BATCH002,WO1002,1077.0,1056.0,21.0,22.07,running,33.0,35.0,OP01,INS0203,10.254,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True,FR02,P001,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 23:00:00,FR01,L02,P001,BATCH002,WO1003,934.0,927.0,7.0,18.5,stopped,35.0,27.0,OP02,INS0204,10.251,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True,FR01,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 23:05:00,FR01,L03,P003,BATCH003,WO1003,1022.0,1008.0,14.0,21.35,running,6.0,16.0,OP01,INS0205,9.826,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True,FR02,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 23:10:00,FR01,L01,P001,BATCH001,WO1001,1094.0,1050.0,44.0,20.83,maintenance,32.0,12.0,OP03,INS0206,10.136,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR01,P002,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 23:15:00,FR01,L02,P003,BATCH002,WO1001,1022.0,1016.0,6.0,25.24,stopped,14.0,25.0,OP03,INS0207,9.558,9.5,10.5,no_defect,none,minor,True,False,False,91.0,False,True,FR02,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 23:20:00,FR01,L02,P001,BATCH003,WO1001,1061.0,1043.0,18.0,24.1,running,204.10294117647055,25.0,OP02,INS0208,10.181,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True,FR01,P003,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 23:25:00,FR01,L02,P004,BATCH003,WO1003,933.0,894.0,39.0,19.83,running,31.0,36.0,OP01,INS0209,9.937,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR01,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 23:30:00,FR01,L02,P004,BATCH001,WO1003,1022.0,981.0,41.0,24.84,running,21.0,21.0,OP01,INS0210,9.693,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 23:35:00,FR01,L01,P004,BATCH001,WO1003,1032.0,1016.0,16.0,23.115,running,55.0,41.0,OP02,INS0211,10.101,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True,FR01,P002,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-01 23:40:00,FR01,L01,P001,BATCH003,WO1003,982.0,982.0,0.0,21.39,running,39.0,28.0,OP02,INS0212,9.557,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR02,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-01 23:45:00,FR01,L02,P003,BATCH001,WO1002,1046.5,1046.5,0.0,25.79,running,28.0,12.0,OP02,INS0213,10.086,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR02,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-01 23:50:00,FR01,L03,P002,BATCH001,WO1002,1111.0,1083.0,28.0,27.74,running,24.0,22.0,OP03,INS0214,9.717,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True,FR01,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-01 23:55:00,FR01,L02,P002,BATCH003,WO1003,1131.0,1119.0,12.0,22.26,running,4.0,15.0,OP01,INS0215,9.663,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR02,P003,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-02 00:00:00,FR01,L03,P001,BATCH002,WO1001,1142.0,1095.0,47.0,21.75,running,13.0,14.0,OP01,INS0216,10.015,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,True,FR02,P003,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-02 00:05:00,FR01,L03,P003,BATCH002,WO1001,1052.6666666666667,1050.5,2.1666666666667425,24.34,running,49.0,30.0,OP01,INS0217,9.957,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR02,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-02 00:10:00,FR01,L03,P002,BATCH003,WO1002,963.3333333333334,963.3333333333334,0.0,21.58,running,34.0,10.0,OP03,INS0218,10.364,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR02,P002,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-02 00:15:00,FR01,L01,P004,BATCH002,WO1002,874.0,833.0,41.0,20.13,running,29.0,21.0,OP02,INS0219,9.679,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 00:20:00,FR01,L02,P004,BATCH003,WO1003,990.0,985.0,5.0,20.07,running,24.0,27.0,OP01,INS0220,10.344,9.5,10.5,no_defect,none,minor,True,False,False,655.4693446088795,False,True,FR01,P003,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 00:25:00,FR01,L02,P001,BATCH003,WO1003,1072.0,1068.0,4.0,26.68,running,53.0,41.0,OP01,INS0221,9.716,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,False,FR01,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-02 00:30:00,FR01,L03,P004,BATCH001,WO1003,869.0,836.0,33.0,18.36,running,15.0,32.0,OP03,INS0222,10.23,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 00:35:00,FR01,L03,P004,BATCH002,WO1003,1096.0,1086.0,10.0,22.07,running,45.0,20.0,OP01,INS0223,10.277,9.5,10.5,no_defect,none,minor,True,False,False,90.0,False,False,FR02,P003,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 00:40:00,FR01,L03,P004,BATCH003,WO1003,1050.0,1042.0,8.0,19.53,running,15.0,16.0,OP02,INS0224,10.08,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR01,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 00:45:00,FR01,L02,P002,BATCH002,WO1001,964.0,927.0,37.0,21.08,running,10.0,22.0,OP01,INS0225,9.802,9.5,10.5,no_defect,none,minor,True,False,False,93.0,False,True,FR01,P002,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-02 00:50:00,FR01,L03,P003,BATCH002,WO1001,1038.0,999.0,39.0,20.16,maintenance,59.0,28.0,OP02,INS0226,9.657,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,False,FR01,P002,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-02 00:55:00,FR01,L02,P001,BATCH002,WO1003,875.0,835.0,40.0,17.87,running,48.0,32.0,OP01,INS0226,9.512,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR01,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-02 01:00:00,FR01,L02,P003,BATCH003,WO1001,903.0,895.0,8.0,16.75,running,34.0,41.0,OP01,INS0228,10.463,9.5,10.5,no_defect,none,minor,True,False,False,94.0,False,False,FR01,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-02 01:05:00,FR01,L01,P003,BATCH001,WO1003,1019.0,1012.0,7.0,22.16,stopped,22.0,25.0,OP01,INS0229,9.926,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,False,FR01,P002,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-02 01:10:00,FR01,L03,P003,BATCH002,WO1003,860.0,817.0,43.0,19.2,running,54.0,15.5,OP02,INS0229,9.724,9.5,10.5,no_defect,none,minor,True,False,False,97.0,False,True,FR02,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-02 01:15:00,FR01,L03,P002,BATCH003,WO1002,876.0,837.0,39.0,16.43,running,4.0,6.0,OP01,INS0231,9.714,9.5,10.5,no_defect,none,minor,True,False,False,92.0,False,True,FR02,P001,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-02 01:20:00,FR01,L03,P004,BATCH002,WO1001,932.0,930.0,2.0,22.88,stopped,34.0,41.0,OP01,INS0232,10.042,9.5,10.5,no_defect,none,minor,True,False,False,96.0,False,True,FR02,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 01:25:00,FR01,L01,P001,BATCH001,WO1001,909.5,897.5,12.0,27.09,running,28.0,23.0,OP01,INS0233,9.901,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR02,P001,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Disque de frein
2026-01-02 01:30:00,FR01,L03,P003,BATCH001,WO1002,887.0,869.0,18.0,22.435,running,46.0,32.0,OP02,INS0234,9.52,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR02,P001,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-02 01:35:00,FR01,L02,P004,BATCH003,WO1001,936.0,903.0,33.0,17.78,running,54.0,19.0,OP01,INS0235,10.216,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR01,P001,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 01:40:00,FR01,L03,P002,BATCH003,WO1002,1005.0,974.0,31.0,25.03,running,4.0,5.0,OP03,INS0236,10.084,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR01,P001,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
2026-01-02 01:45:00,FR01,L02,P003,BATCH002,WO1001,1135.0,1087.0,48.0,23.58,maintenance,53.0,32.0,OP03,INS0237,10.46,9.5,10.5,no_defect,none,minor,True,False,False,95.0,False,True,FR01,P003,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Arbre de transmission
2026-01-02 01:50:00,FR01,L02,P004,BATCH002,WO1003,1035.0,1020.0,15.0,22.13,stopped,2.0,39.0,OP03,INS0238,9.8425,9.5,10.5,no_defect,none,minor,True,False,False,99.0,False,True,FR01,P003,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Aube de turbine
2026-01-02 01:55:00,FR01,L02,P002,BATCH001,WO1002,1031.0,996.0,35.0,25.74,running,5.0,36.0,OP01,INS0239,9.225,9.5,10.5,rayure,fonctionnel,critical,False,True,True,66.0,True,True,FR01,P002,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres,Carter moteur
